year,new,i.vars.label,i.vars.class,data.source,pid,pr_agree,year_1,year_2,year_3,ind,dem
1988,10,unequal.chances,2,NES,props.r,0.409405256,-0.6,0.36,-0.216,0,0
1990,10,unequal.chances,2,NES,props.r,0.418666667,-0.4,0.16,-0.064,0,0
1992,10,unequal.chances,2,NES,props.r,0.441430055,-0.2,0.04,-0.008,0,0
1994,10,unequal.chances,2,NES,props.r,0.461452248,0,0,0,0,0
1996,10,unequal.chances,2,NES,props.r,0.354366551,0.2,0.04,0.008,0,0
2000,10,unequal.chances,2,NES,props.r,0.451317477,0.6,0.36,0.216,0,0
2004,10,unequal.chances,2,NES,props.r,0.439572217,1,1,1,0,0
2008,10,unequal.chances,2,NES,props.r,0.385098877,1.4,1.96,2.744,0,0
2012,10,unequal.chances,2,NES,props.r,0.40661622,1.8,3.24,5.832,0,0
2016,10,unequal.chances,2,NES,props.r,0.408207913,2.2,4.84,10.648,0,0
1984,11,worry.abt.equality,2,NES,props.d,0.402287893,-1,1,-1,0,1
1986,11,worry.abt.equality,2,NES,props.d,0.467592593,-0.8,0.64,-0.512,0,1
1988,11,worry.abt.equality,2,NES,props.d,0.409200969,-0.6,0.36,-0.216,0,1
1990,11,worry.abt.equality,2,NES,props.d,0.426229508,-0.4,0.16,-0.064,0,1
1992,11,worry.abt.equality,2,NES,props.d,0.497713699,-0.2,0.04,-0.008,0,1
1994,11,worry.abt.equality,2,NES,props.d,0.390363147,0,0,0,0,1
1996,11,worry.abt.equality,2,NES,props.d,0.40442914,0.2,0.04,0.008,0,1
2000,11,worry.abt.equality,2,NES,props.d,0.497602374,0.6,0.36,0.216,0,1
2004,11,worry.abt.equality,2,NES,props.d,0.579562615,1,1,1,0,1
2008,11,worry.abt.equality,2,NES,props.d,0.470329212,1.4,1.96,2.744,0,1
2012,11,worry.abt.equality,2,NES,props.d,0.5347051,1.8,3.24,5.832,0,1
2016,11,worry.abt.equality,2,NES,props.d,0.57698817,2.2,4.84,10.648,0,1
1984,11,worry.abt.equality,2,NES,props.i,0.372623574,-1,1,-1,1,0
1986,11,worry.abt.equality,2,NES,props.i,0.31010453,-0.8,0.64,-0.512,1,0
1988,11,worry.abt.equality,2,NES,props.i,0.32460733,-0.6,0.36,-0.216,1,0
1990,11,worry.abt.equality,2,NES,props.i,0.309734513,-0.4,0.16,-0.064,1,0
1992,11,worry.abt.equality,2,NES,props.i,0.359563089,-0.2,0.04,-0.008,1,0
1994,11,worry.abt.equality,2,NES,props.i,0.300846363,0,0,0,1,0
1996,11,worry.abt.equality,2,NES,props.i,0.215552633,0.2,0.04,0.008,1,0
2000,11,worry.abt.equality,2,NES,props.i,0.3836072,0.6,0.36,0.216,1,0
2004,11,worry.abt.equality,2,NES,props.i,0.288172641,1,1,1,1,0
2008,11,worry.abt.equality,2,NES,props.i,0.273312087,1.4,1.96,2.744,1,0
2012,11,worry.abt.equality,2,NES,props.i,0.310972981,1.8,3.24,5.832,1,0
2016,11,worry.abt.equality,2,NES,props.i,0.27358471,2.2,4.84,10.648,1,0
1984,11,worry.abt.equality,2,NES,props.r,0.303797468,-1,1,-1,0,0
1986,11,worry.abt.equality,2,NES,props.r,0.290364583,-0.8,0.64,-0.512,0,0
1988,11,worry.abt.equality,2,NES,props.r,0.332402235,-0.6,0.36,-0.216,0,0
1990,11,worry.abt.equality,2,NES,props.r,0.261904762,-0.4,0.16,-0.064,0,0
1992,11,worry.abt.equality,2,NES,props.r,0.308893913,-0.2,0.04,-0.008,0,0
1994,11,worry.abt.equality,2,NES,props.r,0.210008939,0,0,0,0,0
1996,11,worry.abt.equality,2,NES,props.r,0.209513311,0.2,0.04,0.008,0,0
2000,11,worry.abt.equality,2,NES,props.r,0.305828042,0.6,0.36,0.216,0,0
2004,11,worry.abt.equality,2,NES,props.r,0.301124496,1,1,1,0,0
2008,11,worry.abt.equality,2,NES,props.r,0.217897862,1.4,1.96,2.744,0,0
2012,11,worry.abt.equality,2,NES,props.r,0.23166946,1.8,3.24,5.832,0,0
2016,11,worry.abt.equality,2,NES,props.r,0.167232991,2.2,4.84,10.648,0,0
1984,12,equal.treatment,2,NES,props.d,0.741904762,-1,1,-1,0,1
1986,12,equal.treatment,2,NES,props.d,0.708217913,-0.8,0.64,-0.512,0,1
1988,12,equal.treatment,2,NES,props.d,0.762936221,-0.6,0.36,-0.216,0,1
1990,12,equal.treatment,2,NES,props.d,0.703476483,-0.4,0.16,-0.064,0,1
1992,12,equal.treatment,2,NES,props.d,0.833820865,-0.2,0.04,-0.008,0,1
1994,12,equal.treatment,2,NES,props.d,0.759027622,0,0,0,0,1
1996,12,equal.treatment,2,NES,props.d,0.717013524,0.2,0.04,0.008,0,1
1998,12,equal.treatment,2,NES,props.d,0.895744405,0.4,0.16,0.064,0,1
2000,12,equal.treatment,2,NES,props.d,0.71989403,0.6,0.36,0.216,0,1
2004,12,equal.treatment,2,NES,props.d,0.766115762,1,1,1,0,1
2008,12,equal.treatment,2,NES,props.d,0.760973434,1.4,1.96,2.744,0,1
2012,12,equal.treatment,2,NES,props.d,0.735029026,1.8,3.24,5.832,0,1
2016,12,equal.treatment,2,NES,props.d,0.855873604,2.2,4.84,10.648,0,1
1984,12,equal.treatment,2,NES,props.i,0.644194757,-1,1,-1,1,0
1986,12,equal.treatment,2,NES,props.i,0.618055556,-0.8,0.64,-0.512,1,0
1988,12,equal.treatment,2,NES,props.i,0.699481865,-0.6,0.36,-0.216,1,0
1990,12,equal.treatment,2,NES,props.i,0.660714286,-0.4,0.16,-0.064,1,0
1992,12,equal.treatment,2,NES,props.i,0.781141609,-0.2,0.04,-0.008,1,0
1994,12,equal.treatment,2,NES,props.i,0.669182102,0,0,0,1,0
1996,12,equal.treatment,2,NES,props.i,0.701210405,0.2,0.04,0.008,1,0
1998,12,equal.treatment,2,NES,props.i,0.793172868,0.4,0.16,0.064,1,0
2000,12,equal.treatment,2,NES,props.i,0.649950122,0.6,0.36,0.216,1,0
2004,12,equal.treatment,2,NES,props.i,0.671041376,1,1,1,1,0
2008,12,equal.treatment,2,NES,props.i,0.71629502,1.4,1.96,2.744,1,0
2012,12,equal.treatment,2,NES,props.i,0.681027318,1.8,3.24,5.832,1,0
2016,12,equal.treatment,2,NES,props.i,0.788820713,2.2,4.84,10.648,1,0
1984,12,equal.treatment,2,NES,props.r,0.524741082,-1,1,-1,0,0
1986,12,equal.treatment,2,NES,props.r,0.46997389,-0.8,0.64,-0.512,0,0
1988,12,equal.treatment,2,NES,props.r,0.565880721,-0.6,0.36,-0.216,0,0
1990,12,equal.treatment,2,NES,props.r,0.553191489,-0.4,0.16,-0.064,0,0
1992,12,equal.treatment,2,NES,props.r,0.658906172,-0.2,0.04,-0.008,0,0
1994,12,equal.treatment,2,NES,props.r,0.515523263,0,0,0,0,0
1996,12,equal.treatment,2,NES,props.r,0.481517965,0.2,0.04,0.008,0,0
1998,12,equal.treatment,2,NES,props.r,0.751262293,0.4,0.16,0.064,0,0
2000,12,equal.treatment,2,NES,props.r,0.517930726,0.6,0.36,0.216,0,0
2004,12,equal.treatment,2,NES,props.r,0.535261555,1,1,1,0,0
2008,12,equal.treatment,2,NES,props.r,0.480192733,1.4,1.96,2.744,0,0
2012,12,equal.treatment,2,NES,props.r,0.485426761,1.8,3.24,5.832,0,0
2016,12,equal.treatment,2,NES,props.r,0.560973891,2.2,4.84,10.648,0,0
1972,13,fair.jobs.4.blacks,2,NES,props.d,0.582577132,-2.2,4.84,-10.648,0,1
1986,13,fair.jobs.4.blacks,2,NES,props.d,0.653439153,-0.8,0.64,-0.512,0,1
1988,13,fair.jobs.4.blacks,2,NES,props.d,0.670658683,-0.6,0.36,-0.216,0,1
1992,13,fair.jobs.4.blacks,2,NES,props.d,0.675939245,-0.2,0.04,-0.008,0,1
1996,13,fair.jobs.4.blacks,2,NES,props.d,0.639628619,0.2,0.04,0.008,0,1
2000,13,fair.jobs.4.blacks,2,NES,props.d,0.690533389,0.6,0.36,0.216,0,1
2004,13,fair.jobs.4.blacks,2,NES,props.d,0.730652806,1,1,1,0,1
2008,13,fair.jobs.4.blacks,2,NES,props.d,0.700312679,1.4,1.96,2.744,0,1
2012,13,fair.jobs.4.blacks,2,NES,props.d,0.676539791,1.8,3.24,5.832,0,1
1972,13,fair.jobs.4.blacks,2,NES,props.i,0.565517241,-2.2,4.84,-10.648,1,0
1986,13,fair.jobs.4.blacks,2,NES,props.i,0.476190476,-0.8,0.64,-0.512,1,0
1988,13,fair.jobs.4.blacks,2,NES,props.i,0.510416667,-0.6,0.36,-0.216,1,0
1992,13,fair.jobs.4.blacks,2,NES,props.i,0.555536331,-0.2,0.04,-0.008,1,0
1996,13,fair.jobs.4.blacks,2,NES,props.i,0.454728092,0.2,0.04,0.008,1,0
2000,13,fair.jobs.4.blacks,2,NES,props.i,0.45470034,0.6,0.36,0.216,1,0
2004,13,fair.jobs.4.blacks,2,NES,props.i,0.534184534,1,1,1,1,0
2008,13,fair.jobs.4.blacks,2,NES,props.i,0.498460114,1.4,1.96,2.744,1,0
2012,13,fair.jobs.4.blacks,2,NES,props.i,0.573409601,1.8,3.24,5.832,1,0
1972,13,fair.jobs.4.blacks,2,NES,props.r,0.46460177,-2.2,4.84,-10.648,0,0
1986,13,fair.jobs.4.blacks,2,NES,props.r,0.507874016,-0.8,0.64,-0.512,0,0
1988,13,fair.jobs.4.blacks,2,NES,props.r,0.476404494,-0.6,0.36,-0.216,0,0
1992,13,fair.jobs.4.blacks,2,NES,props.r,0.43858489,-0.2,0.04,-0.008,0,0
1996,13,fair.jobs.4.blacks,2,NES,props.r,0.355667642,0.2,0.04,0.008,0,0
2000,13,fair.jobs.4.blacks,2,NES,props.r,0.393480194,0.6,0.36,0.216,0,0
2004,13,fair.jobs.4.blacks,2,NES,props.r,0.367523667,1,1,1,0,0
2008,13,fair.jobs.4.blacks,2,NES,props.r,0.327535562,1.4,1.96,2.744,0,0
2012,13,fair.jobs.4.blacks,2,NES,props.r,0.329499684,1.8,3.24,5.832,0,0
1986,14,diff.blacks.succeed,2,NES,props.d,0.652650823,-0.8,0.64,-0.512,0,1
1988,14,diff.blacks.succeed,2,NES,props.d,0.571601942,-0.6,0.36,-0.216,0,1
1990,14,diff.blacks.succeed,2,NES,props.d,0.576842105,-0.4,0.16,-0.064,0,1
1992,14,diff.blacks.succeed,2,NES,props.d,0.596324474,-0.2,0.04,-0.008,0,1
1994,14,diff.blacks.succeed,2,NES,props.d,0.55017004,0,0,0,0,1
2000,14,diff.blacks.succeed,2,NES,props.d,0.453344575,0.6,0.36,0.216,0,1
2004,14,diff.blacks.succeed,2,NES,props.d,0.580313797,1,1,1,0,1
2008,14,diff.blacks.succeed,2,NES,props.d,0.526931055,1.4,1.96,2.744,0,1
2012,14,diff.blacks.succeed,2,NES,props.d,0.58397704,1.8,3.24,5.832,0,1
2016,14,diff.blacks.succeed,2,NES,props.d,0.66412497,2.2,4.84,10.648,0,1
1986,14,diff.blacks.succeed,2,NES,props.i,0.503816794,-0.8,0.64,-0.512,1,0
1988,14,diff.blacks.succeed,2,NES,props.i,0.390625,-0.6,0.36,-0.216,1,0
1990,14,diff.blacks.succeed,2,NES,props.i,0.495412844,-0.4,0.16,-0.064,1,0
1992,14,diff.blacks.succeed,2,NES,props.i,0.485708939,-0.2,0.04,-0.008,1,0
1994,14,diff.blacks.succeed,2,NES,props.i,0.436457755,0,0,0,1,0
2000,14,diff.blacks.succeed,2,NES,props.i,0.344772038,0.6,0.36,0.216,1,0
2004,14,diff.blacks.succeed,2,NES,props.i,0.424060381,1,1,1,1,0
2008,14,diff.blacks.succeed,2,NES,props.i,0.307819638,1.4,1.96,2.744,1,0
2012,14,diff.blacks.succeed,2,NES,props.i,0.405312459,1.8,3.24,5.832,1,0
2016,14,diff.blacks.succeed,2,NES,props.i,0.387716338,2.2,4.84,10.648,1,0
1986,14,diff.blacks.succeed,2,NES,props.r,0.586206897,-0.8,0.64,-0.512,0,0
1988,14,diff.blacks.succeed,2,NES,props.r,0.445062587,-0.6,0.36,-0.216,0,0
1990,14,diff.blacks.succeed,2,NES,props.r,0.501333333,-0.4,0.16,-0.064,0,0
1992,14,diff.blacks.succeed,2,NES,props.r,0.476703451,-0.2,0.04,-0.008,0,0
1994,14,diff.blacks.succeed,2,NES,props.r,0.399487338,0,0,0,0,0
2000,14,diff.blacks.succeed,2,NES,props.r,0.303522094,0.6,0.36,0.216,0,0
2004,14,diff.blacks.succeed,2,NES,props.r,0.348122736,1,1,1,0,0
2008,14,diff.blacks.succeed,2,NES,props.r,0.293389904,1.4,1.96,2.744,0,0
2012,14,diff.blacks.succeed,2,NES,props.r,0.312384265,1.8,3.24,5.832,0,0
2016,14,diff.blacks.succeed,2,NES,props.r,0.349883806,2.2,4.84,10.648,0,0
1986,15,no.favor.blacks,2,NES,props.d,0.306985294,-0.8,0.64,-0.512,0,1
1988,15,no.favor.blacks,2,NES,props.d,0.229191797,-0.6,0.36,-0.216,0,1
1990,15,no.favor.blacks,2,NES,props.d,0.273291925,-0.4,0.16,-0.064,0,1
1992,15,no.favor.blacks,2,NES,props.d,0.246846443,-0.2,0.04,-0.008,0,1
1994,15,no.favor.blacks,2,NES,props.d,0.203720544,0,0,0,0,1
1998,15,no.favor.blacks,2,NES,props.d,0.247919213,0.4,0.16,0.064,0,1
2000,15,no.favor.blacks,2,NES,props.d,0.269810599,0.6,0.36,0.216,0,1
2004,15,no.favor.blacks,2,NES,props.d,0.286125552,1,1,1,0,1
2008,15,no.favor.blacks,2,NES,props.d,0.234878122,1.4,1.96,2.744,0,1
2012,15,no.favor.blacks,2,NES,props.d,0.305232359,1.8,3.24,5.832,0,1
2016,15,no.favor.blacks,2,NES,props.d,0.414764129,2.2,4.84,10.648,0,1
1986,15,no.favor.blacks,2,NES,props.i,0.149253731,-0.8,0.64,-0.512,1,0
1988,15,no.favor.blacks,2,NES,props.i,0.115183246,-0.6,0.36,-0.216,1,0
1990,15,no.favor.blacks,2,NES,props.i,0.194444444,-0.4,0.16,-0.064,1,0
1992,15,no.favor.blacks,2,NES,props.i,0.145769638,-0.2,0.04,-0.008,1,0
1994,15,no.favor.blacks,2,NES,props.i,0.140132645,0,0,0,1,0
1998,15,no.favor.blacks,2,NES,props.i,0.116994576,0.4,0.16,0.064,1,0
2000,15,no.favor.blacks,2,NES,props.i,0.139307126,0.6,0.36,0.216,1,0
2004,15,no.favor.blacks,2,NES,props.i,0.164320368,1,1,1,1,0
2008,15,no.favor.blacks,2,NES,props.i,0.084613075,1.4,1.96,2.744,1,0
2012,15,no.favor.blacks,2,NES,props.i,0.075242883,1.8,3.24,5.832,1,0
2016,15,no.favor.blacks,2,NES,props.i,0.141830877,2.2,4.84,10.648,1,0
1986,15,no.favor.blacks,2,NES,props.r,0.188328912,-0.8,0.64,-0.512,0,0
1988,15,no.favor.blacks,2,NES,props.r,0.135359116,-0.6,0.36,-0.216,0,0
1990,15,no.favor.blacks,2,NES,props.r,0.147058824,-0.4,0.16,-0.064,0,0
1992,15,no.favor.blacks,2,NES,props.r,0.100186341,-0.2,0.04,-0.008,0,0
1994,15,no.favor.blacks,2,NES,props.r,0.083663018,0,0,0,0,0
1998,15,no.favor.blacks,2,NES,props.r,0.122864157,0.4,0.16,0.064,0,0
2000,15,no.favor.blacks,2,NES,props.r,0.088365917,0.6,0.36,0.216,0,0
2004,15,no.favor.blacks,2,NES,props.r,0.069906289,1,1,1,0,0
2008,15,no.favor.blacks,2,NES,props.r,0.075356233,1.4,1.96,2.744,0,0
2012,15,no.favor.blacks,2,NES,props.r,0.074894802,1.8,3.24,5.832,0,0
2016,15,no.favor.blacks,2,NES,props.r,0.088020711,2.2,4.84,10.648,0,0
1986,16,blacks.try.harder,2,NES,props.d,0.39708561,-0.8,0.64,-0.512,0,1
1988,16,blacks.try.harder,2,NES,props.d,0.336956522,-0.6,0.36,-0.216,0,1
1990,16,blacks.try.harder,2,NES,props.d,0.338204593,-0.4,0.16,-0.064,0,1
1992,16,blacks.try.harder,2,NES,props.d,0.336434423,-0.2,0.04,-0.008,0,1
1994,16,blacks.try.harder,2,NES,props.d,0.310661327,0,0,0,0,1
2000,16,blacks.try.harder,2,NES,props.d,0.390548503,0.6,0.36,0.216,0,1
2004,16,blacks.try.harder,2,NES,props.d,0.388657452,1,1,1,0,1
2008,16,blacks.try.harder,2,NES,props.d,0.331607411,1.4,1.96,2.744,0,1
2012,16,blacks.try.harder,2,NES,props.d,0.381515619,1.8,3.24,5.832,0,1
2016,16,blacks.try.harder,2,NES,props.d,0.547091636,2.2,4.84,10.648,0,1
1986,16,blacks.try.harder,2,NES,props.i,0.215384615,-0.8,0.64,-0.512,1,0
1988,16,blacks.try.harder,2,NES,props.i,0.21875,-0.6,0.36,-0.216,1,0
1990,16,blacks.try.harder,2,NES,props.i,0.272727273,-0.4,0.16,-0.064,1,0
1992,16,blacks.try.harder,2,NES,props.i,0.254347792,-0.2,0.04,-0.008,1,0
1994,16,blacks.try.harder,2,NES,props.i,0.168629051,0,0,0,1,0
2000,16,blacks.try.harder,2,NES,props.i,0.215347131,0.6,0.36,0.216,1,0
2004,16,blacks.try.harder,2,NES,props.i,0.192001664,1,1,1,1,0
2008,16,blacks.try.harder,2,NES,props.i,0.193546156,1.4,1.96,2.744,1,0
2012,16,blacks.try.harder,2,NES,props.i,0.17935137,1.8,3.24,5.832,1,0
2016,16,blacks.try.harder,2,NES,props.i,0.243009059,2.2,4.84,10.648,1,0
1986,16,blacks.try.harder,2,NES,props.r,0.240641711,-0.8,0.64,-0.512,0,0
1988,16,blacks.try.harder,2,NES,props.r,0.246518106,-0.6,0.36,-0.216,0,0
1990,16,blacks.try.harder,2,NES,props.r,0.258064516,-0.4,0.16,-0.064,0,0
1992,16,blacks.try.harder,2,NES,props.r,0.197414904,-0.2,0.04,-0.008,0,0
1994,16,blacks.try.harder,2,NES,props.r,0.168141223,0,0,0,0,0
2000,16,blacks.try.harder,2,NES,props.r,0.243033319,0.6,0.36,0.216,0,0
2004,16,blacks.try.harder,2,NES,props.r,0.180344696,1,1,1,0,0
2008,16,blacks.try.harder,2,NES,props.r,0.15006594,1.4,1.96,2.744,0,0
2012,16,blacks.try.harder,2,NES,props.r,0.186763419,1.8,3.24,5.832,0,0
2016,16,blacks.try.harder,2,NES,props.r,0.205036574,2.2,4.84,10.648,0,0
1986,17,blacks.deserve.more,2,NES,props.d,0.346863469,-0.8,0.64,-0.512,0,1
1988,17,blacks.deserve.more,2,NES,props.d,0.38452237,-0.6,0.36,-0.216,0,1
1990,17,blacks.deserve.more,2,NES,props.d,0.423799582,-0.4,0.16,-0.064,0,1
1992,17,blacks.deserve.more,2,NES,props.d,0.458377562,-0.2,0.04,-0.008,0,1
1994,17,blacks.deserve.more,2,NES,props.d,0.393163365,0,0,0,0,1
1998,17,blacks.deserve.more,2,NES,props.d,0.364675328,0.4,0.16,0.064,0,1
2000,17,blacks.deserve.more,2,NES,props.d,0.40875713,0.6,0.36,0.216,0,1
2004,17,blacks.deserve.more,2,NES,props.d,0.409884289,1,1,1,0,1
2008,17,blacks.deserve.more,2,NES,props.d,0.368985892,1.4,1.96,2.744,0,1
2012,17,blacks.deserve.more,2,NES,props.d,0.337678546,1.8,3.24,5.832,0,1
2016,17,blacks.deserve.more,2,NES,props.d,0.519013803,2.2,4.84,10.648,0,1
1986,17,blacks.deserve.more,2,NES,props.i,0.1484375,-0.8,0.64,-0.512,1,0
1988,17,blacks.deserve.more,2,NES,props.i,0.213541667,-0.6,0.36,-0.216,1,0
1990,17,blacks.deserve.more,2,NES,props.i,0.342342342,-0.4,0.16,-0.064,1,0
1992,17,blacks.deserve.more,2,NES,props.i,0.343491308,-0.2,0.04,-0.008,1,0
1994,17,blacks.deserve.more,2,NES,props.i,0.246699512,0,0,0,1,0
1998,17,blacks.deserve.more,2,NES,props.i,0.290048556,0.4,0.16,0.064,1,0
2000,17,blacks.deserve.more,2,NES,props.i,0.248868512,0.6,0.36,0.216,1,0
2004,17,blacks.deserve.more,2,NES,props.i,0.289494198,1,1,1,1,0
2008,17,blacks.deserve.more,2,NES,props.i,0.180340581,1.4,1.96,2.744,1,0
2012,17,blacks.deserve.more,2,NES,props.i,0.1551736,1.8,3.24,5.832,1,0
2016,17,blacks.deserve.more,2,NES,props.i,0.240853216,2.2,4.84,10.648,1,0
1986,17,blacks.deserve.more,2,NES,props.r,0.161725067,-0.8,0.64,-0.512,0,0
1988,17,blacks.deserve.more,2,NES,props.r,0.18041958,-0.6,0.36,-0.216,0,0
1990,17,blacks.deserve.more,2,NES,props.r,0.249322493,-0.4,0.16,-0.064,0,0
1992,17,blacks.deserve.more,2,NES,props.r,0.256565917,-0.2,0.04,-0.008,0,0
1994,17,blacks.deserve.more,2,NES,props.r,0.207546806,0,0,0,0,0
1998,17,blacks.deserve.more,2,NES,props.r,0.198273726,0.4,0.16,0.064,0,0
2000,17,blacks.deserve.more,2,NES,props.r,0.169765574,0.6,0.36,0.216,0,0
2004,17,blacks.deserve.more,2,NES,props.r,0.142851617,1,1,1,0,0
2008,17,blacks.deserve.more,2,NES,props.r,0.117055222,1.4,1.96,2.744,0,0
2012,17,blacks.deserve.more,2,NES,props.r,0.097184841,1.8,3.24,5.832,0,0
2016,17,blacks.deserve.more,2,NES,props.r,0.170563537,2.2,4.84,10.648,0,0
