year,new,i.vars.label,i.vars.class,data.source,pid,pr_agree,year_1,year_2,year_3,ind,dem
2004,5,aid.to.blacks,2,NES,props.i,0.228017909,1,1,1,1,0
2008,5,aid.to.blacks,2,NES,props.i,0.1489498,1.4,1.96,2.744,1,0
2012,5,aid.to.blacks,2,NES,props.i,0.173385209,1.8,3.24,5.832,1,0
2016,5,aid.to.blacks,2,NES,props.i,0.249472866,2.2,4.84,10.648,1,0
1972,5,aid.to.blacks,2,NES,props.r,0.256232687,-2.2,4.84,-10.648,0,0
1974,5,aid.to.blacks,2,NES,props.r,0.186846039,-2,4,-8,0,0
1976,5,aid.to.blacks,2,NES,props.r,0.274718398,-1.8,3.24,-5.832,0,0
1978,5,aid.to.blacks,2,NES,props.r,0.161030596,-1.6,2.56,-4.096,0,0
1980,5,aid.to.blacks,2,NES,props.r,0.107226107,-1.4,1.96,-2.744,0,0
1982,5,aid.to.blacks,2,NES,props.r,0.152882206,-1.2,1.44,-1.728,0,0
1984,5,aid.to.blacks,2,NES,props.r,0.203562341,-1,1,-1,0,0
1986,5,aid.to.blacks,2,NES,props.r,0.161473088,-0.8,0.64,-0.512,0,0
1988,5,aid.to.blacks,2,NES,props.r,0.165343915,-0.6,0.36,-0.216,0,0
1990,5,aid.to.blacks,2,NES,props.r,0.175038052,-0.4,0.16,-0.064,0,0
1992,5,aid.to.blacks,2,NES,props.r,0.127086431,-0.2,0.04,-0.008,0,0
1994,5,aid.to.blacks,2,NES,props.r,0.10660084,0,0,0,0,0
1996,5,aid.to.blacks,2,NES,props.r,0.077611277,0.2,0.04,0.008,0,0
1998,5,aid.to.blacks,2,NES,props.r,0.151838282,0.4,0.16,0.064,0,0
2000,5,aid.to.blacks,2,NES,props.r,0.091477688,0.6,0.36,0.216,0,0
2004,5,aid.to.blacks,2,NES,props.r,0.088748395,1,1,1,0,0
2008,5,aid.to.blacks,2,NES,props.r,0.079413556,1.4,1.96,2.744,0,0
2012,5,aid.to.blacks,2,NES,props.r,0.047371816,1.8,3.24,5.832,0,0
2016,5,aid.to.blacks,2,NES,props.r,0.128156118,2.2,4.84,10.648,0,0
2020,5,aid.to.blacks,2,NES,props.r,0.186232648,-2.2,4.84,-10.648,0,0
1986,6,affirmative.action,2,NES,props.d,0.332053743,-0.8,0.64,-0.512,0,1
1990,6,affirmative.action,2,NES,props.d,0.315673289,-0.4,0.16,-0.064,0,1
1992,6,affirmative.action,2,NES,props.d,0.27184485,-0.2,0.04,-0.008,0,1
1994,6,affirmative.action,2,NES,props.d,0.222954717,0,0,0,0,1
1996,6,affirmative.action,2,NES,props.d,0.257694623,0.2,0.04,0.008,0,1
1998,6,affirmative.action,2,NES,props.d,0.272329541,0.4,0.16,0.064,0,1
2000,6,affirmative.action,2,NES,props.d,0.260702663,0.6,0.36,0.216,0,1
2004,6,affirmative.action,2,NES,props.d,0.297876225,1,1,1,0,1
2008,6,affirmative.action,2,NES,props.d,0.262678059,1.4,1.96,2.744,0,1
2012,6,affirmative.action,2,NES,props.d,0.280749864,1.8,3.24,5.832,0,1
2016,6,affirmative.action,2,NES,props.d,0.378528773,2.2,4.84,10.648,0,1
2020,6,affirmative.action,2,NES,props.r,0.328673567,-2.2,4.84,-10.648,0,0
1986,6,affirmative.action,2,NES,props.i,0.155737705,-0.8,0.64,-0.512,1,0
1990,6,affirmative.action,2,NES,props.i,0.213592233,-0.4,0.16,-0.064,1,0
1992,6,affirmative.action,2,NES,props.i,0.179451273,-0.2,0.04,-0.008,1,0
1994,6,affirmative.action,2,NES,props.i,0.142047517,0,0,0,1,0
1996,6,affirmative.action,2,NES,props.i,0.186416322,0.2,0.04,0.008,1,0
1998,6,affirmative.action,2,NES,props.i,0.13111114,0.4,0.16,0.064,1,0
2000,6,affirmative.action,2,NES,props.i,0.165269942,0.6,0.36,0.216,1,0
2004,6,affirmative.action,2,NES,props.i,0.160562102,1,1,1,1,0
2008,6,affirmative.action,2,NES,props.i,0.208772502,1.4,1.96,2.744,1,0
2012,6,affirmative.action,2,NES,props.i,0.155579526,1.8,3.24,5.832,1,0
2016,6,affirmative.action,2,NES,props.i,0.236459461,2.2,4.84,10.648,1,0
1986,6,affirmative.action,2,NES,props.r,0.114441417,-0.8,0.64,-0.512,0,0
1990,6,affirmative.action,2,NES,props.r,0.166666667,-0.4,0.16,-0.064,0,0
1992,6,affirmative.action,2,NES,props.r,0.116080925,-0.2,0.04,-0.008,0,0
1994,6,affirmative.action,2,NES,props.r,0.071789428,0,0,0,0,0
1996,6,affirmative.action,2,NES,props.r,0.088449383,0.2,0.04,0.008,0,0
1998,6,affirmative.action,2,NES,props.r,0.104214448,0.4,0.16,0.064,0,0
2000,6,affirmative.action,2,NES,props.r,0.061874155,0.6,0.36,0.216,0,0
2004,6,affirmative.action,2,NES,props.r,0.079990341,1,1,1,0,0
2008,6,affirmative.action,2,NES,props.r,0.054377844,1.4,1.96,2.744,0,0
2012,6,affirmative.action,2,NES,props.r,0.063691287,1.8,3.24,5.832,0,0
2016,6,affirmative.action,2,NES,props.r,0.116986989,2.2,4.84,10.648,0,0
1984,7,ensure.equal.opp,2,NES,props.d,0.939622642,-1,1,-1,0,1
1986,7,ensure.equal.opp,2,NES,props.d,0.923361034,-0.8,0.64,-0.512,0,1
1988,7,ensure.equal.opp,2,NES,props.d,0.931325301,-0.6,0.36,-0.216,0,1
1990,7,ensure.equal.opp,2,NES,props.d,0.931034483,-0.4,0.16,-0.064,0,1
1992,7,ensure.equal.opp,2,NES,props.d,0.9460123,-0.2,0.04,-0.008,0,1
1994,7,ensure.equal.opp,2,NES,props.d,0.923345276,0,0,0,0,1
1996,7,ensure.equal.opp,2,NES,props.d,0.90016882,0.2,0.04,0.008,0,1
2000,7,ensure.equal.opp,2,NES,props.d,0.892838432,0.6,0.36,0.216,0,1
2004,7,ensure.equal.opp,2,NES,props.d,0.934274486,1,1,1,0,1
2008,7,ensure.equal.opp,2,NES,props.d,0.929305939,1.4,1.96,2.744,0,1
2012,7,ensure.equal.opp,2,NES,props.d,0.903070797,1.8,3.24,5.832,0,1
2016,7,ensure.equal.opp,2,NES,props.d,0.937974613,2.2,4.84,10.648,0,1
2020,7,ensure.equal.opp,2,NES,props.d,0.917234378,-2.2,4.84,-10.648,0,0
1984,7,ensure.equal.opp,2,NES,props.i,0.858736059,-1,1,-1,1,0
1986,7,ensure.equal.opp,2,NES,props.i,0.883561644,-0.8,0.64,-0.512,1,0
1988,7,ensure.equal.opp,2,NES,props.i,0.881443299,-0.6,0.36,-0.216,1,0
1990,7,ensure.equal.opp,2,NES,props.i,0.936936937,-0.4,0.16,-0.064,1,0
1992,7,ensure.equal.opp,2,NES,props.i,0.894622471,-0.2,0.04,-0.008,1,0
1994,7,ensure.equal.opp,2,NES,props.i,0.914612775,0,0,0,1,0
1996,7,ensure.equal.opp,2,NES,props.i,0.848636876,0.2,0.04,0.008,1,0
2000,7,ensure.equal.opp,2,NES,props.i,0.829790039,0.6,0.36,0.216,1,0
2004,7,ensure.equal.opp,2,NES,props.i,0.882492311,1,1,1,1,0
2008,7,ensure.equal.opp,2,NES,props.i,0.923283645,1.4,1.96,2.744,1,0
2012,7,ensure.equal.opp,2,NES,props.i,0.857468925,1.8,3.24,5.832,1,0
2016,7,ensure.equal.opp,2,NES,props.i,0.850034203,2.2,4.84,10.648,1,0
2020,7,ensure.equal.opp,2,NES,props.d,0.743778847,-2.2,4.84,-10.648,0,0
1984,7,ensure.equal.opp,2,NES,props.r,0.873287671,-1,1,-1,0,0
1986,7,ensure.equal.opp,2,NES,props.r,0.863989637,-0.8,0.64,-0.512,0,0
1988,7,ensure.equal.opp,2,NES,props.r,0.857142857,-0.6,0.36,-0.216,0,0
1990,7,ensure.equal.opp,2,NES,props.r,0.849604222,-0.4,0.16,-0.064,0,0
1992,7,ensure.equal.opp,2,NES,props.r,0.876727454,-0.2,0.04,-0.008,0,0
1994,7,ensure.equal.opp,2,NES,props.r,0.826444371,0,0,0,0,0
1996,7,ensure.equal.opp,2,NES,props.r,0.715585528,0.2,0.04,0.008,0,0
2000,7,ensure.equal.opp,2,NES,props.r,0.768812345,0.6,0.36,0.216,0,0
2004,7,ensure.equal.opp,2,NES,props.r,0.83802864,1,1,1,0,0
2008,7,ensure.equal.opp,2,NES,props.r,0.834133474,1.4,1.96,2.744,0,0
2012,7,ensure.equal.opp,2,NES,props.r,0.758231155,1.8,3.24,5.832,0,0
2016,7,ensure.equal.opp,2,NES,props.r,0.758552107,2.2,4.84,10.648,0,0
1984,8,equal.rights.too.far,2,NES,props.d,0.519542421,-1,1,-1,0,1
1986,8,equal.rights.too.far,2,NES,props.d,0.476367006,-0.8,0.64,-0.512,0,1
1988,8,equal.rights.too.far,2,NES,props.d,0.487334138,-0.6,0.36,-0.216,0,1
1990,8,equal.rights.too.far,2,NES,props.d,0.452138493,-0.4,0.16,-0.064,0,1
1992,8,equal.rights.too.far,2,NES,props.d,0.500856967,-0.2,0.04,-0.008,0,1
1994,8,equal.rights.too.far,2,NES,props.d,0.423655828,0,0,0,0,1
1996,8,equal.rights.too.far,2,NES,props.d,0.41815447,0.2,0.04,0.008,0,1
1998,8,equal.rights.too.far,2,NES,props.d,0.496825398,0.4,0.16,0.064,0,1
2000,8,equal.rights.too.far,2,NES,props.d,0.582343889,0.6,0.36,0.216,0,1
2004,8,equal.rights.too.far,2,NES,props.d,0.567127088,1,1,1,0,1
2008,8,equal.rights.too.far,2,NES,props.d,0.551676716,1.4,1.96,2.744,0,1
2012,8,equal.rights.too.far,2,NES,props.d,0.594278601,1.8,3.24,5.832,0,1
1984,8,equal.rights.too.far,2,NES,props.i,0.432835821,-1,1,-1,1,0
1986,8,equal.rights.too.far,2,NES,props.i,0.270833333,-0.8,0.64,-0.512,1,0
1988,8,equal.rights.too.far,2,NES,props.i,0.285714286,-0.6,0.36,-0.216,1,0
1990,8,equal.rights.too.far,2,NES,props.i,0.321100917,-0.4,0.16,-0.064,1,0
1992,8,equal.rights.too.far,2,NES,props.i,0.378500389,-0.2,0.04,-0.008,1,0
1994,8,equal.rights.too.far,2,NES,props.i,0.32452374,0,0,0,1,0
1996,8,equal.rights.too.far,2,NES,props.i,0.319420642,0.2,0.04,0.008,1,0
1998,8,equal.rights.too.far,2,NES,props.i,0.365495313,0.4,0.16,0.064,1,0
2000,8,equal.rights.too.far,2,NES,props.i,0.422881907,0.6,0.36,0.216,1,0
2004,8,equal.rights.too.far,2,NES,props.i,0.365552813,1,1,1,1,0
2008,8,equal.rights.too.far,2,NES,props.i,0.325594928,1.4,1.96,2.744,1,0
2012,8,equal.rights.too.far,2,NES,props.i,0.360111877,1.8,3.24,5.832,1,0
1984,8,equal.rights.too.far,2,NES,props.r,0.32416953,-1,1,-1,0,0
1986,8,equal.rights.too.far,2,NES,props.r,0.2734375,-0.8,0.64,-0.512,0,0
1988,8,equal.rights.too.far,2,NES,props.r,0.334254144,-0.6,0.36,-0.216,0,0
1990,8,equal.rights.too.far,2,NES,props.r,0.26121372,-0.4,0.16,-0.064,0,0
1992,8,equal.rights.too.far,2,NES,props.r,0.280426889,-0.2,0.04,-0.008,0,0
1994,8,equal.rights.too.far,2,NES,props.r,0.201483896,0,0,0,0,0
1996,8,equal.rights.too.far,2,NES,props.r,0.179038565,0.2,0.04,0.008,0,0
1998,8,equal.rights.too.far,2,NES,props.r,0.30924434,0.4,0.16,0.064,0,0
2000,8,equal.rights.too.far,2,NES,props.r,0.354241958,0.6,0.36,0.216,0,0
2004,8,equal.rights.too.far,2,NES,props.r,0.32497969,1,1,1,0,0
2008,8,equal.rights.too.far,2,NES,props.r,0.316815561,1.4,1.96,2.744,0,0
2012,8,equal.rights.too.far,2,NES,props.r,0.27860885,1.8,3.24,5.832,0,0
1984,9,equal.chances,2,NES,props.d,0.591254753,-1,1,-1,0,1
1986,9,equal.chances,2,NES,props.d,0.61588181,-0.8,0.64,-0.512,0,1
1988,9,equal.chances,2,NES,props.d,0.63898917,-0.6,0.36,-0.216,0,1
1990,9,equal.chances,2,NES,props.d,0.603271984,-0.4,0.16,-0.064,0,1
1992,9,equal.chances,2,NES,props.d,0.760916879,-0.2,0.04,-0.008,0,1
1994,9,equal.chances,2,NES,props.d,0.65459033,0,0,0,0,1
1996,9,equal.chances,2,NES,props.d,0.60139097,0.2,0.04,0.008,0,1
2000,9,equal.chances,2,NES,props.d,0.586072064,0.6,0.36,0.216,0,1
2004,9,equal.chances,2,NES,props.d,0.634143977,1,1,1,0,1
2008,9,equal.chances,2,NES,props.d,0.633398385,1.4,1.96,2.744,0,1
2012,9,equal.chances,2,NES,props.d,0.67808804,1.8,3.24,5.832,0,1
1984,9,equal.chances,2,NES,props.i,0.479704797,-1,1,-1,1,0
1986,9,equal.chances,2,NES,props.i,0.538194444,-0.8,0.64,-0.512,1,0
1988,9,equal.chances,2,NES,props.i,0.533678756,-0.6,0.36,-0.216,1,0
1990,9,equal.chances,2,NES,props.i,0.610619469,-0.4,0.16,-0.064,1,0
1992,9,equal.chances,2,NES,props.i,0.661124226,-0.2,0.04,-0.008,1,0
1994,9,equal.chances,2,NES,props.i,0.586284665,0,0,0,1,0
1996,9,equal.chances,2,NES,props.i,0.539356768,0.2,0.04,0.008,1,0
2000,9,equal.chances,2,NES,props.i,0.485037658,0.6,0.36,0.216,1,0
2004,9,equal.chances,2,NES,props.i,0.558132302,1,1,1,1,0
2008,9,equal.chances,2,NES,props.i,0.536977421,1.4,1.96,2.744,1,0
2012,9,equal.chances,2,NES,props.i,0.578221089,1.8,3.24,5.832,1,0
1984,9,equal.chances,2,NES,props.r,0.359447005,-1,1,-1,0,0
1986,9,equal.chances,2,NES,props.r,0.406535948,-0.8,0.64,-0.512,0,0
1988,9,equal.chances,2,NES,props.r,0.388888889,-0.6,0.36,-0.216,0,0
1990,9,equal.chances,2,NES,props.r,0.454787234,-0.4,0.16,-0.064,0,0
1992,9,equal.chances,2,NES,props.r,0.474932528,-0.2,0.04,-0.008,0,0
1994,9,equal.chances,2,NES,props.r,0.414391869,0,0,0,0,0
1996,9,equal.chances,2,NES,props.r,0.349855084,0.2,0.04,0.008,0,0
2000,9,equal.chances,2,NES,props.r,0.327242299,0.6,0.36,0.216,0,0
2004,9,equal.chances,2,NES,props.r,0.308443826,1,1,1,0,0
2008,9,equal.chances,2,NES,props.r,0.339279677,1.4,1.96,2.744,0,0
2012,9,equal.chances,2,NES,props.r,0.330002332,1.8,3.24,5.832,0,0
1984,10,unequal.chances,2,NES,props.d,0.513928915,-1,1,-1,0,1
1986,10,unequal.chances,2,NES,props.d,0.540616246,-0.8,0.64,-0.512,0,1
1988,10,unequal.chances,2,NES,props.d,0.505454545,-0.6,0.36,-0.216,0,1
1990,10,unequal.chances,2,NES,props.d,0.524691358,-0.4,0.16,-0.064,0,1
1992,10,unequal.chances,2,NES,props.d,0.600385821,-0.2,0.04,-0.008,0,1
1994,10,unequal.chances,2,NES,props.d,0.589447843,0,0,0,0,1
1996,10,unequal.chances,2,NES,props.d,0.506425421,0.2,0.04,0.008,0,1
2000,10,unequal.chances,2,NES,props.d,0.610555353,0.6,0.36,0.216,0,1
2004,10,unequal.chances,2,NES,props.d,0.597586257,1,1,1,0,1
2008,10,unequal.chances,2,NES,props.d,0.583339718,1.4,1.96,2.744,0,1
2012,10,unequal.chances,2,NES,props.d,0.591749926,1.8,3.24,5.832,0,1
2016,10,unequal.chances,2,NES,props.d,0.63978508,2.2,4.84,10.648,0,1
1984,10,unequal.chances,2,NES,props.i,0.482625483,-1,1,-1,1,0
1986,10,unequal.chances,2,NES,props.i,0.421052632,-0.8,0.64,-0.512,1,0
1988,10,unequal.chances,2,NES,props.i,0.405263158,-0.6,0.36,-0.216,1,0
1990,10,unequal.chances,2,NES,props.i,0.541284404,-0.4,0.16,-0.064,1,0
1992,10,unequal.chances,2,NES,props.i,0.516296729,-0.2,0.04,-0.008,1,0
1994,10,unequal.chances,2,NES,props.i,0.550831105,0,0,0,1,0
1996,10,unequal.chances,2,NES,props.i,0.49204685,0.2,0.04,0.008,1,0
2000,10,unequal.chances,2,NES,props.i,0.468500653,0.6,0.36,0.216,1,0
2004,10,unequal.chances,2,NES,props.i,0.394779043,1,1,1,1,0
2008,10,unequal.chances,2,NES,props.i,0.416261985,1.4,1.96,2.744,1,0
2012,10,unequal.chances,2,NES,props.i,0.477804231,1.8,3.24,5.832,1,0
2016,10,unequal.chances,2,NES,props.i,0.406231214,2.2,4.84,10.648,1,0
2020,10,unequal.chances,2,NES,props.i,0.941723564,-2.2,4.84,-10.648,0,0
1984,10,unequal.chances,2,NES,props.r,0.425581395,-1,1,-1,0,0
1986,10,unequal.chances,2,NES,props.r,0.456806283,-0.8,0.64,-0.512,0,0
