year,new,i.vars.label,i.vars.class,data.source,pid,pr_agree,year_1,year_2,year_3,ind,dem
2014,24,same.sex.wrong,3,GSS,props.d,0.630266565,2,4,8,0,1
2016,24,same.sex.wrong,3,GSS,props.d,0.636123196,2.2,4.84,10.648,0,1
1973,24,same.sex.wrong,3,GSS,props.i,0.229007634,-2.1,4.41,-9.261,1,0
1974,24,same.sex.wrong,3,GSS,props.i,0.197802198,-2,4,-8,1,0
1976,24,same.sex.wrong,3,GSS,props.i,0.306930693,-1.8,3.24,-5.832,1,0
1977,24,same.sex.wrong,3,GSS,props.i,0.265625,-1.7,2.89,-4.913,1,0
1980,24,same.sex.wrong,3,GSS,props.i,0.198275862,-1.4,1.96,-2.744,1,0
1982,24,same.sex.wrong,3,GSS,props.i,0.243243243,-1.2,1.44,-1.728,1,0
1984,24,same.sex.wrong,3,GSS,props.i,0.218543046,-1,1,-1,1,0
1985,24,same.sex.wrong,3,GSS,props.i,0.275641026,-0.9,0.81,-0.729,1,0
1987,24,same.sex.wrong,3,GSS,props.i,0.216783217,-0.7,0.49,-0.343,1,0
1988,24,same.sex.wrong,3,GSS,props.i,0.183908046,-0.6,0.36,-0.216,1,0
1989,24,same.sex.wrong,3,GSS,props.i,0.236842105,-0.5,0.25,-0.125,1,0
1990,24,same.sex.wrong,3,GSS,props.i,0.25,-0.4,0.16,-0.064,1,0
1991,24,same.sex.wrong,3,GSS,props.i,0.169811321,-0.3,0.09,-0.027,1,0
1993,24,same.sex.wrong,3,GSS,props.i,0.29787234,-0.1,0.01,-0.001,1,0
1994,24,same.sex.wrong,3,GSS,props.i,0.314285714,0,0,0,1,0
1996,24,same.sex.wrong,3,GSS,props.i,0.35625,0.2,0.04,0.008,1,0
1998,24,same.sex.wrong,3,GSS,props.i,0.378378378,0.4,0.16,0.064,1,0
2000,24,same.sex.wrong,3,GSS,props.i,0.302631579,0.6,0.36,0.216,1,0
2002,24,same.sex.wrong,3,GSS,props.i,0.383561644,0.8,0.64,0.512,1,0
2004,24,same.sex.wrong,3,GSS,props.i,0.274263722,1,1,1,1,0
2006,24,same.sex.wrong,3,GSS,props.i,0.460524161,1.2,1.44,1.728,1,0
2008,24,same.sex.wrong,3,GSS,props.i,0.323245471,1.4,1.96,2.744,1,0
2010,24,same.sex.wrong,3,GSS,props.i,0.422717358,1.6,2.56,4.096,1,0
2012,24,same.sex.wrong,3,GSS,props.i,0.424900712,1.8,3.24,5.832,1,0
2014,24,same.sex.wrong,3,GSS,props.i,0.572995278,2,4,8,1,0
2016,24,same.sex.wrong,3,GSS,props.i,0.555039269,2.2,4.84,10.648,1,0
1973,24,same.sex.wrong,3,GSS,props.r,0.149606299,-2.1,4.41,-9.261,0,0
1974,24,same.sex.wrong,3,GSS,props.r,0.166197183,-2,4,-8,0,0
1976,24,same.sex.wrong,3,GSS,props.r,0.200657895,-1.8,3.24,-5.832,0,0
1977,24,same.sex.wrong,3,GSS,props.r,0.19375,-1.7,2.89,-4.913,0,0
1980,24,same.sex.wrong,3,GSS,props.r,0.148484848,-1.4,1.96,-2.744,0,0
1982,24,same.sex.wrong,3,GSS,props.r,0.16426513,-1.2,1.44,-1.728,0,0
1984,24,same.sex.wrong,3,GSS,props.r,0.172413793,-1,1,-1,0,0
1985,24,same.sex.wrong,3,GSS,props.r,0.167391304,-0.9,0.81,-0.729,0,0
1987,24,same.sex.wrong,3,GSS,props.r,0.127358491,-0.7,0.49,-0.343,0,0
1988,24,same.sex.wrong,3,GSS,props.r,0.148148148,-0.6,0.36,-0.216,0,0
1989,24,same.sex.wrong,3,GSS,props.r,0.138138138,-0.5,0.25,-0.125,0,0
1990,24,same.sex.wrong,3,GSS,props.r,0.108910891,-0.4,0.16,-0.064,0,0
1991,24,same.sex.wrong,3,GSS,props.r,0.169435216,-0.3,0.09,-0.027,0,0
1993,24,same.sex.wrong,3,GSS,props.r,0.202531646,-0.1,0.01,-0.001,0,0
1994,24,same.sex.wrong,3,GSS,props.r,0.233027523,0,0,0,0,0
1996,24,same.sex.wrong,3,GSS,props.r,0.250929368,0.2,0.04,0.008,0,0
1998,24,same.sex.wrong,3,GSS,props.r,0.253061224,0.4,0.16,0.064,0,0
2000,24,same.sex.wrong,3,GSS,props.r,0.292307692,0.6,0.36,0.216,0,0
2002,24,same.sex.wrong,3,GSS,props.r,0.284046693,0.8,0.64,0.512,0,0
2004,24,same.sex.wrong,3,GSS,props.r,0.326765189,1,1,1,0,0
2006,24,same.sex.wrong,3,GSS,props.r,0.297054039,1.2,1.44,1.728,0,0
2008,24,same.sex.wrong,3,GSS,props.r,0.326120658,1.4,1.96,2.744,0,0
2010,24,same.sex.wrong,3,GSS,props.r,0.392468983,1.6,2.56,4.096,0,0
2012,24,same.sex.wrong,3,GSS,props.r,0.409197662,1.8,3.24,5.832,0,0
2014,24,same.sex.wrong,3,GSS,props.r,0.437355112,2,4,8,0,0
2016,24,same.sex.wrong,3,GSS,props.r,0.42605758,2.2,4.84,10.648,0,0
1977,25,euthanasia,3,GSS,props.d,0.654054054,-1.7,2.89,-4.913,0,1
1978,25,euthanasia,3,GSS,props.d,0.629533679,-1.6,2.56,-4.096,0,1
1982,25,euthanasia,3,GSS,props.d,0.609810479,-1.2,1.44,-1.728,0,1
1983,25,euthanasia,3,GSS,props.d,0.673280423,-1.1,1.21,-1.331,0,1
1985,25,euthanasia,3,GSS,props.d,0.677621283,-0.9,0.81,-0.729,0,1
1986,25,euthanasia,3,GSS,props.d,0.692424242,-0.8,0.64,-0.512,0,1
1988,25,euthanasia,3,GSS,props.d,0.729357798,-0.6,0.36,-0.216,0,1
1989,25,euthanasia,3,GSS,props.d,0.698564593,-0.5,0.25,-0.125,0,1
1990,25,euthanasia,3,GSS,props.d,0.74611399,-0.4,0.16,-0.064,0,1
1991,25,euthanasia,3,GSS,props.d,0.715686275,-0.3,0.09,-0.027,0,1
1993,25,euthanasia,3,GSS,props.d,0.708428246,-0.1,0.01,-0.001,0,1
1994,25,euthanasia,3,GSS,props.d,0.728121354,0,0,0,0,1
1996,25,euthanasia,3,GSS,props.d,0.744874715,0.2,0.04,0.008,0,1
1998,25,euthanasia,3,GSS,props.d,0.75535513,0.4,0.16,0.064,0,1
2000,25,euthanasia,3,GSS,props.d,0.710352423,0.6,0.36,0.216,0,1
2002,25,euthanasia,3,GSS,props.d,0.732394366,0.8,0.64,0.512,0,1
2004,25,euthanasia,3,GSS,props.d,0.690347202,1,1,1,0,1
2006,25,euthanasia,3,GSS,props.d,0.712527771,1.2,1.44,1.728,0,1
2008,25,euthanasia,3,GSS,props.d,0.753186673,1.4,1.96,2.744,0,1
2010,25,euthanasia,3,GSS,props.d,0.705557382,1.6,2.56,4.096,0,1
2012,25,euthanasia,3,GSS,props.d,0.692884159,1.8,3.24,5.832,0,1
2014,25,euthanasia,3,GSS,props.d,0.709233247,2,4,8,0,1
2016,25,euthanasia,3,GSS,props.d,0.783872977,2.2,4.84,10.648,0,1
1977,25,euthanasia,3,GSS,props.i,0.6875,-1.7,2.89,-4.913,1,0
1978,25,euthanasia,3,GSS,props.i,0.651515152,-1.6,2.56,-4.096,1,0
1982,25,euthanasia,3,GSS,props.i,0.653061224,-1.2,1.44,-1.728,1,0
1983,25,euthanasia,3,GSS,props.i,0.679104478,-1.1,1.21,-1.331,1,0
1985,25,euthanasia,3,GSS,props.i,0.682432432,-0.9,0.81,-0.729,1,0
1986,25,euthanasia,3,GSS,props.i,0.788732394,-0.8,0.64,-0.512,1,0
1988,25,euthanasia,3,GSS,props.i,0.711111111,-0.6,0.36,-0.216,1,0
1989,25,euthanasia,3,GSS,props.i,0.808219178,-0.5,0.25,-0.125,1,0
1990,25,euthanasia,3,GSS,props.i,0.793103448,-0.4,0.16,-0.064,1,0
1991,25,euthanasia,3,GSS,props.i,0.791666667,-0.3,0.09,-0.027,1,0
1993,25,euthanasia,3,GSS,props.i,0.644230769,-0.1,0.01,-0.001,1,0
1994,25,euthanasia,3,GSS,props.i,0.75,0,0,0,1,0
1996,25,euthanasia,3,GSS,props.i,0.734177215,0.2,0.04,0.008,1,0
1998,25,euthanasia,3,GSS,props.i,0.726027397,0.4,0.16,0.064,1,0
2000,25,euthanasia,3,GSS,props.i,0.776397516,0.6,0.36,0.216,1,0
2002,25,euthanasia,3,GSS,props.i,0.646341463,0.8,0.64,0.512,1,0
2004,25,euthanasia,3,GSS,props.i,0.668119552,1,1,1,1,0
2006,25,euthanasia,3,GSS,props.i,0.697885625,1.2,1.44,1.728,1,0
2008,25,euthanasia,3,GSS,props.i,0.638634012,1.4,1.96,2.744,1,0
2010,25,euthanasia,3,GSS,props.i,0.74301065,1.6,2.56,4.096,1,0
2012,25,euthanasia,3,GSS,props.i,0.662800273,1.8,3.24,5.832,1,0
2014,25,euthanasia,3,GSS,props.i,0.719339767,2,4,8,1,0
2016,25,euthanasia,3,GSS,props.i,0.749749974,2.2,4.84,10.648,1,0
1977,25,euthanasia,3,GSS,props.r,0.573667712,-1.7,2.89,-4.913,0,0
1978,25,euthanasia,3,GSS,props.r,0.5625,-1.6,2.56,-4.096,0,0
1982,25,euthanasia,3,GSS,props.r,0.629737609,-1.2,1.44,-1.728,0,0
1983,25,euthanasia,3,GSS,props.r,0.664122137,-1.1,1.21,-1.331,0,0
1985,25,euthanasia,3,GSS,props.r,0.641304348,-0.9,0.81,-0.729,0,0
1986,25,euthanasia,3,GSS,props.r,0.655913978,-0.8,0.64,-0.512,0,0
1988,25,euthanasia,3,GSS,props.r,0.662835249,-0.6,0.36,-0.216,0,0
1989,25,euthanasia,3,GSS,props.r,0.666666667,-0.5,0.25,-0.125,0,0
1990,25,euthanasia,3,GSS,props.r,0.719298246,-0.4,0.16,-0.064,0,0
1991,25,euthanasia,3,GSS,props.r,0.775919732,-0.3,0.09,-0.027,0,0
1993,25,euthanasia,3,GSS,props.r,0.680124224,-0.1,0.01,-0.001,0,0
1994,25,euthanasia,3,GSS,props.r,0.705555556,0,0,0,0,0
1996,25,euthanasia,3,GSS,props.r,0.661921708,0.2,0.04,0.008,0,0
1998,25,euthanasia,3,GSS,props.r,0.650924025,0.4,0.16,0.064,0,0
2000,25,euthanasia,3,GSS,props.r,0.623287671,0.6,0.36,0.216,0,0
2002,25,euthanasia,3,GSS,props.r,0.590163934,0.8,0.64,0.512,0,0
2004,25,euthanasia,3,GSS,props.r,0.630569373,1,1,1,0,0
2006,25,euthanasia,3,GSS,props.r,0.617823043,1.2,1.44,1.728,0,0
2008,25,euthanasia,3,GSS,props.r,0.596369727,1.4,1.96,2.744,0,0
2010,25,euthanasia,3,GSS,props.r,0.642858508,1.6,2.56,4.096,0,0
2012,25,euthanasia,3,GSS,props.r,0.625815716,1.8,3.24,5.832,0,0
2014,25,euthanasia,3,GSS,props.r,0.654498012,2,4,8,0,0
2016,25,euthanasia,3,GSS,props.r,0.6725358,2.2,4.84,10.648,0,0
1973,26,gay.book,3,GSS,props.d,0.59025788,-2.1,4.41,-9.261,0,1
1974,26,gay.book,3,GSS,props.d,0.63425254,-2,4,-8,0,1
1976,26,gay.book,3,GSS,props.d,0.600487211,-1.8,3.24,-5.832,0,1
1977,26,gay.book,3,GSS,props.d,0.609333333,-1.7,2.89,-4.913,0,1
1980,26,gay.book,3,GSS,props.d,0.63556116,-1.4,1.96,-2.744,0,1
1982,26,gay.book,3,GSS,props.d,0.612831858,-1.2,1.44,-1.728,0,1
1984,26,gay.book,3,GSS,props.d,0.659235669,-1,1,-1,0,1
1985,26,gay.book,3,GSS,props.d,0.5875,-0.9,0.81,-0.729,0,1
1987,26,gay.book,3,GSS,props.d,0.61498708,-0.7,0.49,-0.343,0,1
1988,26,gay.book,3,GSS,props.d,0.645011601,-0.6,0.36,-0.216,0,1
1989,26,gay.book,3,GSS,props.d,0.697619048,-0.5,0.25,-0.125,0,1
1990,26,gay.book,3,GSS,props.d,0.673629243,-0.4,0.16,-0.064,0,1
1991,26,gay.book,3,GSS,props.d,0.715365239,-0.3,0.09,-0.027,0,1
1993,26,gay.book,3,GSS,props.d,0.720264317,-0.1,0.01,-0.001,0,1
1994,26,gay.book,3,GSS,props.d,0.719036697,0,0,0,0,1
1996,26,gay.book,3,GSS,props.d,0.753378378,0.2,0.04,0.008,0,1
1998,26,gay.book,3,GSS,props.d,0.762921348,0.4,0.16,0.064,0,1
2000,26,gay.book,3,GSS,props.d,0.757679181,0.6,0.36,0.216,0,1
2002,26,gay.book,3,GSS,props.d,0.802752294,0.8,0.64,0.512,0,1
2004,26,gay.book,3,GSS,props.d,0.752534596,1,1,1,0,1
2006,26,gay.book,3,GSS,props.d,0.763380599,1.2,1.44,1.728,0,1
2008,26,gay.book,3,GSS,props.d,0.80516044,1.4,1.96,2.744,0,1
2010,26,gay.book,3,GSS,props.d,0.792722197,1.6,2.56,4.096,0,1
2012,26,gay.book,3,GSS,props.d,0.808350112,1.8,3.24,5.832,0,1
2014,26,gay.book,3,GSS,props.d,0.822583435,2,4,8,0,1
2016,26,gay.book,3,GSS,props.d,0.838427181,2.2,4.84,10.648,0,1
1973,26,gay.book,3,GSS,props.i,0.607142857,-2.1,4.41,-9.261,1,0
1974,26,gay.book,3,GSS,props.i,0.563106796,-2,4,-8,1,0
1976,26,gay.book,3,GSS,props.i,0.693069307,-1.8,3.24,-5.832,1,0
1977,26,gay.book,3,GSS,props.i,0.640625,-1.7,2.89,-4.913,1,0
1980,26,gay.book,3,GSS,props.i,0.644628099,-1.4,1.96,-2.744,1,0
1982,26,gay.book,3,GSS,props.i,0.657718121,-1.2,1.44,-1.728,1,0
1984,26,gay.book,3,GSS,props.i,0.614379085,-1,1,-1,1,0
1985,26,gay.book,3,GSS,props.i,0.633986928,-0.9,0.81,-0.729,1,0
1987,26,gay.book,3,GSS,props.i,0.645833333,-0.7,0.49,-0.343,1,0
1988,26,gay.book,3,GSS,props.i,0.733333333,-0.6,0.36,-0.216,1,0
1989,26,gay.book,3,GSS,props.i,0.666666667,-0.5,0.25,-0.125,1,0
1990,26,gay.book,3,GSS,props.i,0.657142857,-0.4,0.16,-0.064,1,0
1991,26,gay.book,3,GSS,props.i,0.771428571,-0.3,0.09,-0.027,1,0
1993,26,gay.book,3,GSS,props.i,0.707070707,-0.1,0.01,-0.001,1,0
1994,26,gay.book,3,GSS,props.i,0.760869565,0,0,0,1,0
1996,26,gay.book,3,GSS,props.i,0.678362573,0.2,0.04,0.008,1,0
1998,26,gay.book,3,GSS,props.i,0.753333333,0.4,0.16,0.064,1,0
2000,26,gay.book,3,GSS,props.i,0.704142012,0.6,0.36,0.216,1,0
2002,26,gay.book,3,GSS,props.i,0.756756757,0.8,0.64,0.512,1,0
2004,26,gay.book,3,GSS,props.i,0.779624828,1,1,1,1,0
2006,26,gay.book,3,GSS,props.i,0.746646106,1.2,1.44,1.728,1,0
2008,26,gay.book,3,GSS,props.i,0.813424478,1.4,1.96,2.744,1,0
2010,26,gay.book,3,GSS,props.i,0.751016148,1.6,2.56,4.096,1,0
2012,26,gay.book,3,GSS,props.i,0.827678005,1.8,3.24,5.832,1,0
2014,26,gay.book,3,GSS,props.i,0.91342352,2,4,8,1,0
2016,26,gay.book,3,GSS,props.i,0.894772347,2.2,4.84,10.648,1,0
1973,26,gay.book,3,GSS,props.r,0.532133676,-2.1,4.41,-9.261,0,0
1974,26,gay.book,3,GSS,props.r,0.493297587,-2,4,-8,0,0
1976,26,gay.book,3,GSS,props.r,0.554817276,-1.8,3.24,-5.832,0,0
1977,26,gay.book,3,GSS,props.r,0.572755418,-1.7,2.89,-4.913,0,0
1980,26,gay.book,3,GSS,props.r,0.574404762,-1.4,1.96,-2.744,0,0
1982,26,gay.book,3,GSS,props.r,0.538461538,-1.2,1.44,-1.728,0,0
1984,26,gay.book,3,GSS,props.r,0.607792208,-1,1,-1,0,0
1985,26,gay.book,3,GSS,props.r,0.585526316,-0.9,0.81,-0.729,0,0
1987,26,gay.book,3,GSS,props.r,0.562352941,-0.7,0.49,-0.343,0,0
1988,26,gay.book,3,GSS,props.r,0.619926199,-0.6,0.36,-0.216,0,0
1989,26,gay.book,3,GSS,props.r,0.645833333,-0.5,0.25,-0.125,0,0
1990,26,gay.book,3,GSS,props.r,0.652597403,-0.4,0.16,-0.064,0,0
1991,26,gay.book,3,GSS,props.r,0.726688103,-0.3,0.09,-0.027,0,0
1993,26,gay.book,3,GSS,props.r,0.667711599,-0.1,0.01,-0.001,0,0
1994,26,gay.book,3,GSS,props.r,0.692857143,0,0,0,0,0
1996,26,gay.book,3,GSS,props.r,0.660649819,0.2,0.04,0.008,0,0
1998,26,gay.book,3,GSS,props.r,0.705765408,0.4,0.16,0.064,0,0
2000,26,gay.book,3,GSS,props.r,0.731501057,0.6,0.36,0.216,0,0
2002,26,gay.book,3,GSS,props.r,0.742307692,0.8,0.64,0.512,0,0
2004,26,gay.book,3,GSS,props.r,0.757117911,1,1,1,0,0
2006,26,gay.book,3,GSS,props.r,0.781471873,1.2,1.44,1.728,0,0
2008,26,gay.book,3,GSS,props.r,0.734226625,1.4,1.96,2.744,0,0
2010,26,gay.book,3,GSS,props.r,0.804036999,1.6,2.56,4.096,0,0
2012,26,gay.book,3,GSS,props.r,0.792576925,1.8,3.24,5.832,0,0
2014,26,gay.book,3,GSS,props.r,0.800478326,2,4,8,0,0
2016,26,gay.book,3,GSS,props.r,0.804541045,2.2,4.84,10.648,0,0
1988,27,gay.marriage,3,GSS,props.d,0.124378109,-0.6,0.36,-0.216,0,1
2004,27,gay.marriage,3,GSS,props.d,0.389972201,1,1,1,0,1
2006,27,gay.marriage,3,GSS,props.d,0.416400458,1.2,1.44,1.728,0,1
2008,27,gay.marriage,3,GSS,props.d,0.457078059,1.4,1.96,2.744,0,1
2010,27,gay.marriage,3,GSS,props.d,0.583878239,1.6,2.56,4.096,0,1
2012,27,gay.marriage,3,GSS,props.d,0.582272763,1.8,3.24,5.832,0,1
2014,27,gay.marriage,3,GSS,props.d,0.623427387,2,4,8,0,1
2016,27,gay.marriage,3,GSS,props.d,0.669151083,2.2,4.84,10.648,0,1
1988,27,gay.marriage,3,GSS,props.i,0.141732283,-0.6,0.36,-0.216,1,0
2004,27,gay.marriage,3,GSS,props.i,0.280883643,1,1,1,1,0
2006,27,gay.marriage,3,GSS,props.i,0.382482428,1.2,1.44,1.728,1,0
2008,27,gay.marriage,3,GSS,props.i,0.340520764,1.4,1.96,2.744,1,0
2010,27,gay.marriage,3,GSS,props.i,0.310347959,1.6,2.56,4.096,1,0
2012,27,gay.marriage,3,GSS,props.i,0.385379886,1.8,3.24,5.832,1,0
2014,27,gay.marriage,3,GSS,props.i,0.558198341,2,4,8,1,0
2016,27,gay.marriage,3,GSS,props.i,0.579831402,2.2,4.84,10.648,1,0
1988,27,gay.marriage,3,GSS,props.r,0.082887701,-0.6,0.36,-0.216,0,0
2004,27,gay.marriage,3,GSS,props.r,0.140110497,1,1,1,0,0
2006,27,gay.marriage,3,GSS,props.r,0.229411465,1.2,1.44,1.728,0,0
2008,27,gay.marriage,3,GSS,props.r,0.248445588,1.4,1.96,2.744,0,0
2010,27,gay.marriage,3,GSS,props.r,0.310142633,1.6,2.56,4.096,0,0
2012,27,gay.marriage,3,GSS,props.r,0.300893104,1.8,3.24,5.832,0,0
2014,27,gay.marriage,3,GSS,props.r,0.42844699,2,4,8,0,0
2016,27,gay.marriage,3,GSS,props.r,0.417666179,2.2,4.84,10.648,0,0
1986,28,teen.birth.ctrl,3,GSS,props.d,0.615733737,-0.8,0.64,-0.512,0,1
1988,28,teen.birth.ctrl,3,GSS,props.d,0.645454545,-0.6,0.36,-0.216,0,1
1989,28,teen.birth.ctrl,3,GSS,props.d,0.570114943,-0.5,0.25,-0.125,0,1
1990,28,teen.birth.ctrl,3,GSS,props.d,0.640826873,-0.4,0.16,-0.064,0,1
1991,28,teen.birth.ctrl,3,GSS,props.d,0.661137441,-0.3,0.09,-0.027,0,1
1993,28,teen.birth.ctrl,3,GSS,props.d,0.595936795,-0.1,0.01,-0.001,0,1
1994,28,teen.birth.ctrl,3,GSS,props.d,0.606575964,0,0,0,0,1
1996,28,teen.birth.ctrl,3,GSS,props.d,0.658042745,0.2,0.04,0.008,0,1
1998,28,teen.birth.ctrl,3,GSS,props.d,0.622004357,0.4,0.16,0.064,0,1
2000,28,teen.birth.ctrl,3,GSS,props.d,0.641630901,0.6,0.36,0.216,0,1
2002,28,teen.birth.ctrl,3,GSS,props.d,0.647887324,0.8,0.64,0.512,0,1
2004,28,teen.birth.ctrl,3,GSS,props.d,0.584876141,1,1,1,0,1
2006,28,teen.birth.ctrl,3,GSS,props.d,0.58950236,1.2,1.44,1.728,0,1
2008,28,teen.birth.ctrl,3,GSS,props.d,0.621259017,1.4,1.96,2.744,0,1
2010,28,teen.birth.ctrl,3,GSS,props.d,0.647818013,1.6,2.56,4.096,0,1
2012,28,teen.birth.ctrl,3,GSS,props.d,0.627187518,1.8,3.24,5.832,0,1
2014,28,teen.birth.ctrl,3,GSS,props.d,0.665214436,2,4,8,0,1
2016,28,teen.birth.ctrl,3,GSS,props.d,0.652802183,2.2,4.84,10.648,0,1
1986,28,teen.birth.ctrl,3,GSS,props.i,0.616438356,-0.8,0.64,-0.512,1,0
1988,28,teen.birth.ctrl,3,GSS,props.i,0.662921348,-0.6,0.36,-0.216,1,0
1989,28,teen.birth.ctrl,3,GSS,props.i,0.581081081,-0.5,0.25,-0.125,1,0
1990,28,teen.birth.ctrl,3,GSS,props.i,0.666666667,-0.4,0.16,-0.064,1,0
1991,28,teen.birth.ctrl,3,GSS,props.i,0.631147541,-0.3,0.09,-0.027,1,0
1993,28,teen.birth.ctrl,3,GSS,props.i,0.537735849,-0.1,0.01,-0.001,1,0
1994,28,teen.birth.ctrl,3,GSS,props.i,0.572222222,0,0,0,1,0
1996,28,teen.birth.ctrl,3,GSS,props.i,0.578313253,0.2,0.04,0.008,1,0
1998,28,teen.birth.ctrl,3,GSS,props.i,0.55704698,0.4,0.16,0.064,1,0
2000,28,teen.birth.ctrl,3,GSS,props.i,0.550898204,0.6,0.36,0.216,1,0
2002,28,teen.birth.ctrl,3,GSS,props.i,0.530864198,0.8,0.64,0.512,1,0
2004,28,teen.birth.ctrl,3,GSS,props.i,0.445368761,1,1,1,1,0
2006,28,teen.birth.ctrl,3,GSS,props.i,0.470365004,1.2,1.44,1.728,1,0
2008,28,teen.birth.ctrl,3,GSS,props.i,0.316382016,1.4,1.96,2.744,1,0
2010,28,teen.birth.ctrl,3,GSS,props.i,0.569057219,1.6,2.56,4.096,1,0
2012,28,teen.birth.ctrl,3,GSS,props.i,0.569300533,1.8,3.24,5.832,1,0
2014,28,teen.birth.ctrl,3,GSS,props.i,0.558510936,2,4,8,1,0
2016,28,teen.birth.ctrl,3,GSS,props.i,0.575176851,2.2,4.84,10.648,1,0
1986,28,teen.birth.ctrl,3,GSS,props.r,0.542105263,-0.8,0.64,-0.512,0,0
1988,28,teen.birth.ctrl,3,GSS,props.r,0.455938697,-0.6,0.36,-0.216,0,0
1989,28,teen.birth.ctrl,3,GSS,props.r,0.510703364,-0.5,0.25,-0.125,0,0
1990,28,teen.birth.ctrl,3,GSS,props.r,0.523972603,-0.4,0.16,-0.064,0,0
1991,28,teen.birth.ctrl,3,GSS,props.r,0.546357616,-0.3,0.09,-0.027,0,0
1993,28,teen.birth.ctrl,3,GSS,props.r,0.519637462,-0.1,0.01,-0.001,0,0
1994,28,teen.birth.ctrl,3,GSS,props.r,0.49551167,0,0,0,0,0
1996,28,teen.birth.ctrl,3,GSS,props.r,0.509700176,0.2,0.04,0.008,0,0
1998,28,teen.birth.ctrl,3,GSS,props.r,0.482688391,0.4,0.16,0.064,0,0
2000,28,teen.birth.ctrl,3,GSS,props.r,0.490022173,0.6,0.36,0.216,0,0
2002,28,teen.birth.ctrl,3,GSS,props.r,0.422764228,0.8,0.64,0.512,0,0
2004,28,teen.birth.ctrl,3,GSS,props.r,0.425489017,1,1,1,0,0
2006,28,teen.birth.ctrl,3,GSS,props.r,0.439488962,1.2,1.44,1.728,0,0
2008,28,teen.birth.ctrl,3,GSS,props.r,0.459482117,1.4,1.96,2.744,0,0
2010,28,teen.birth.ctrl,3,GSS,props.r,0.430374102,1.6,2.56,4.096,0,0
2012,28,teen.birth.ctrl,3,GSS,props.r,0.422761904,1.8,3.24,5.832,0,0
2014,28,teen.birth.ctrl,3,GSS,props.r,0.41253348,2,4,8,0,0
2016,28,teen.birth.ctrl,3,GSS,props.r,0.464419829,2.2,4.84,10.648,0,0
1973,29,porn.law,3,GSS,props.d,0.624113475,-2.1,4.41,-9.261,0,1
1975,29,porn.law,3,GSS,props.d,0.629434954,-1.9,3.61,-6.859,0,1
1976,29,porn.law,3,GSS,props.d,0.606971154,-1.8,3.24,-5.832,0,1
1978,29,porn.law,3,GSS,props.d,0.615577889,-1.6,2.56,-4.096,0,1
1980,29,porn.law,3,GSS,props.d,0.627994956,-1.4,1.96,-2.744,0,1
1983,29,porn.law,3,GSS,props.d,0.606177606,-1.1,1.21,-1.331,0,1
1984,29,porn.law,3,GSS,props.d,0.624610592,-1,1,-1,0,1
1986,29,porn.law,3,GSS,props.d,0.602373887,-0.8,0.64,-0.512,0,1
1987,29,porn.law,3,GSS,props.d,0.648922687,-0.7,0.49,-0.343,0,1
1988,29,porn.law,3,GSS,props.d,0.566433566,-0.6,0.36,-0.216,0,1
1989,29,porn.law,3,GSS,props.d,0.618937644,-0.5,0.25,-0.125,0,1
1990,29,porn.law,3,GSS,props.d,0.637974684,-0.4,0.16,-0.064,0,1
1991,29,porn.law,3,GSS,props.d,0.627684964,-0.3,0.09,-0.027,0,1
1993,29,porn.law,3,GSS,props.d,0.618556701,-0.1,0.01,-0.001,0,1
1994,29,porn.law,3,GSS,props.d,0.651685393,0,0,0,0,1
1996,29,porn.law,3,GSS,props.d,0.646221249,0.2,0.04,0.008,0,1
1998,29,porn.law,3,GSS,props.d,0.655246253,0.4,0.16,0.064,0,1
2000,29,porn.law,3,GSS,props.d,0.676307008,0.6,0.36,0.216,0,1
2002,29,porn.law,3,GSS,props.d,0.650655022,0.8,0.64,0.512,0,1
2004,29,porn.law,3,GSS,props.d,0.635668952,1,1,1,0,1
2006,29,porn.law,3,GSS,props.d,0.664122215,1.2,1.44,1.728,0,1
2008,29,porn.law,3,GSS,props.d,0.715842605,1.4,1.96,2.744,0,1
2010,29,porn.law,3,GSS,props.d,0.749803194,1.6,2.56,4.096,0,1
2012,29,porn.law,3,GSS,props.d,0.725614345,1.8,3.24,5.832,0,1
2014,29,porn.law,3,GSS,props.d,0.689275178,2,4,8,0,1
2016,29,porn.law,3,GSS,props.d,0.723450618,2.2,4.84,10.648,0,1
1973,29,porn.law,3,GSS,props.i,0.597122302,-2.1,4.41,-9.261,1,0
1975,29,porn.law,3,GSS,props.i,0.680327869,-1.9,3.61,-6.859,1,0
1976,29,porn.law,3,GSS,props.i,0.656862745,-1.8,3.24,-5.832,1,0
1978,29,porn.law,3,GSS,props.i,0.57037037,-1.6,2.56,-4.096,1,0
1980,29,porn.law,3,GSS,props.i,0.636363636,-1.4,1.96,-2.744,1,0
1983,29,porn.law,3,GSS,props.i,0.581560284,-1.1,1.21,-1.331,1,0
1984,29,porn.law,3,GSS,props.i,0.653846154,-1,1,-1,1,0
1986,29,porn.law,3,GSS,props.i,0.6,-0.8,0.64,-0.512,1,0
1987,29,porn.law,3,GSS,props.i,0.715277778,-0.7,0.49,-0.343,1,0
1988,29,porn.law,3,GSS,props.i,0.610526316,-0.6,0.36,-0.216,1,0
1989,29,porn.law,3,GSS,props.i,0.65060241,-0.5,0.25,-0.125,1,0
1990,29,porn.law,3,GSS,props.i,0.6,-0.4,0.16,-0.064,1,0
