year,new,i.vars.label,i.vars.class,data.source,pid,pr_agree,year_1,year_2,year_3,ind,dem
1972,1,women.role,3,NES,props.d,0.510408635,-2.2,4.84,-10.648,0,1
1974,1,women.role,3,NES,props.d,0.587085811,-2,4,-8,0,1
1976,1,women.role,3,NES,props.d,0.576580796,-1.8,3.24,-5.832,0,1
1978,1,women.role,3,NES,props.d,0.617414248,-1.6,2.56,-4.096,0,1
1980,1,women.role,3,NES,props.d,0.63868066,-1.4,1.96,-2.744,0,1
1982,1,women.role,3,NES,props.d,0.640226629,-1.2,1.44,-1.728,0,1
1984,1,women.role,3,NES,props.d,0.629552549,-1,1,-1,0,1
1988,1,women.role,3,NES,props.d,0.6901566,-0.6,0.36,-0.216,0,1
1990,1,women.role,3,NES,props.d,0.695378151,-0.4,0.16,-0.064,0,1
1992,1,women.role,3,NES,props.d,0.780867034,-0.2,0.04,-0.008,0,1
1994,1,women.role,3,NES,props.d,0.712016635,0,0,0,0,1
1996,1,women.role,3,NES,props.d,0.822579687,0.2,0.04,0.008,0,1
1998,1,women.role,3,NES,props.d,0.823223679,0.4,0.16,0.064,0,1
2000,1,women.role,3,NES,props.d,0.841365655,0.6,0.36,0.216,0,1
2004,1,women.role,3,NES,props.d,0.863481001,1,1,1,0,1
2008,1,women.role,3,NES,props.d,0.871373845,1.4,1.96,2.744,0,1
1972,1,women.role,3,NES,props.i,0.443243243,-2.2,4.84,-10.648,1,0
1974,1,women.role,3,NES,props.i,0.519417476,-2,4,-8,1,0
1976,1,women.role,3,NES,props.i,0.53021148,-1.8,3.24,-5.832,1,0
1978,1,women.role,3,NES,props.i,0.644970414,-1.6,2.56,-4.096,1,0
1980,1,women.role,3,NES,props.i,0.612021858,-1.4,1.96,-2.744,1,0
1982,1,women.role,3,NES,props.i,0.660714286,-1.2,1.44,-1.728,1,0
1984,1,women.role,3,NES,props.i,0.547717842,-1,1,-1,1,0
1988,1,women.role,3,NES,props.i,0.719626168,-0.6,0.36,-0.216,1,0
1990,1,women.role,3,NES,props.i,0.611650485,-0.4,0.16,-0.064,1,0
1992,1,women.role,3,NES,props.i,0.798906889,-0.2,0.04,-0.008,1,0
1994,1,women.role,3,NES,props.i,0.758194822,0,0,0,1,0
1996,1,women.role,3,NES,props.i,0.745752699,0.2,0.04,0.008,1,0
1998,1,women.role,3,NES,props.i,0.781081208,0.4,0.16,0.064,1,0
2000,1,women.role,3,NES,props.i,0.755409318,0.6,0.36,0.216,1,0
2004,1,women.role,3,NES,props.i,0.794004042,1,1,1,1,0
2008,1,women.role,3,NES,props.i,0.792805949,1.4,1.96,2.744,1,0
1972,1,women.role,3,NES,props.r,0.475315729,-2.2,4.84,-10.648,0,0
1974,1,women.role,3,NES,props.r,0.452149792,-2,4,-8,0,0
1976,1,women.role,3,NES,props.r,0.534045394,-1.8,3.24,-5.832,0,0
1978,1,women.role,3,NES,props.r,0.545592705,-1.6,2.56,-4.096,0,0
1980,1,women.role,3,NES,props.r,0.600877193,-1.4,1.96,-2.744,0,0
1982,1,women.role,3,NES,props.r,0.575539568,-1.2,1.44,-1.728,0,0
1984,1,women.role,3,NES,props.r,0.566997519,-1,1,-1,0,0
1988,1,women.role,3,NES,props.r,0.675538657,-0.6,0.36,-0.216,0,0
1990,1,women.role,3,NES,props.r,0.628571429,-0.4,0.16,-0.064,0,0
1992,1,women.role,3,NES,props.r,0.692016622,-0.2,0.04,-0.008,0,0
1994,1,women.role,3,NES,props.r,0.677050467,0,0,0,0,0
1996,1,women.role,3,NES,props.r,0.717983152,0.2,0.04,0.008,0,0
1998,1,women.role,3,NES,props.r,0.717391197,0.4,0.16,0.064,0,0
2000,1,women.role,3,NES,props.r,0.731549765,0.6,0.36,0.216,0,0
2004,1,women.role,3,NES,props.r,0.780690618,1,1,1,0,0
2008,1,women.role,3,NES,props.r,0.852939594,1.4,1.96,2.744,0,0
1972,2,abortion.nes,3,NES,props.d,0.402548726,-2.2,4.84,-10.648,0,1
1976,2,abortion.nes,3,NES,props.d,0.424148607,-1.8,3.24,-5.832,0,1
1978,2,abortion.nes,3,NES,props.d,0.429188256,-1.6,2.56,-4.096,0,1
1980,2,abortion.nes,3,NES,props.d,0.54556804,-1.4,1.96,-2.744,0,1
1982,2,abortion.nes,3,NES,props.d,0.543859649,-1.2,1.44,-1.728,0,1
1984,2,abortion.nes,3,NES,props.d,0.59496124,-1,1,-1,0,1
1986,2,abortion.nes,3,NES,props.d,0.575871819,-0.8,0.64,-0.512,0,1
1988,2,abortion.nes,3,NES,props.d,0.551172708,-0.6,0.36,-0.216,0,1
1990,2,abortion.nes,3,NES,props.d,0.573011078,-0.4,0.16,-0.064,0,1
1992,2,abortion.nes,3,NES,props.d,0.658930493,-0.2,0.04,-0.008,0,1
1994,2,abortion.nes,3,NES,props.d,0.59836838,0,0,0,0,1
1996,2,abortion.nes,3,NES,props.d,0.623645103,0.2,0.04,0.008,0,1
1998,2,abortion.nes,3,NES,props.d,0.631402256,0.4,0.16,0.064,0,1
2000,2,abortion.nes,3,NES,props.d,0.606774502,0.6,0.36,0.216,0,1
2004,2,abortion.nes,3,NES,props.d,0.600839151,1,1,1,0,1
2008,2,abortion.nes,3,NES,props.d,0.668720053,1.4,1.96,2.744,0,1
2012,2,abortion.nes,3,NES,props.d,0.74667424,1.8,3.24,5.832,0,1
2016,2,abortion.nes,3,NES,props.d,0.750105359,2.2,4.84,10.648,0,1
2018,2,abortion.nes,3,NES,props.d,0.771402432,0,0,0,1,0
1972,2,abortion.nes,3,NES,props.i,0.396907216,-2.2,4.84,-10.648,1,0
1976,2,abortion.nes,3,NES,props.i,0.44598338,-1.8,3.24,-5.832,1,0
1978,2,abortion.nes,3,NES,props.i,0.455331412,-1.6,2.56,-4.096,1,0
1980,2,abortion.nes,3,NES,props.i,0.573275862,-1.4,1.96,-2.744,1,0
1982,2,abortion.nes,3,NES,props.i,0.572254335,-1.2,1.44,-1.728,1,0
1984,2,abortion.nes,3,NES,props.i,0.498098859,-1,1,-1,1,0
1986,2,abortion.nes,3,NES,props.i,0.547368421,-0.8,0.64,-0.512,1,0
1988,2,abortion.nes,3,NES,props.i,0.553648069,-0.6,0.36,-0.216,1,0
1990,2,abortion.nes,3,NES,props.i,0.424778761,-0.4,0.16,-0.064,1,0
1992,2,abortion.nes,3,NES,props.i,0.620852773,-0.2,0.04,-0.008,1,0
1994,2,abortion.nes,3,NES,props.i,0.570742952,0,0,0,1,0
1996,2,abortion.nes,3,NES,props.i,0.523118013,0.2,0.04,0.008,1,0
1998,2,abortion.nes,3,NES,props.i,0.53758428,0.4,0.16,0.064,1,0
2000,2,abortion.nes,3,NES,props.i,0.545053304,0.6,0.36,0.216,1,0
2004,2,abortion.nes,3,NES,props.i,0.602367815,1,1,1,1,0
2008,2,abortion.nes,3,NES,props.i,0.496617292,1.4,1.96,2.744,1,0
2012,2,abortion.nes,3,NES,props.i,0.449412973,1.8,3.24,5.832,1,0
2016,2,abortion.nes,3,NES,props.i,0.460734289,2.2,4.84,10.648,1,0
2018,2,abortion.nes,3,NES,props.i,0.471233345,0,0,0,1,0
1972,2,abortion.nes,3,NES,props.r,0.452193476,-2.2,4.84,-10.648,0,0
1976,2,abortion.nes,3,NES,props.r,0.450967742,-1.8,3.24,-5.832,0,0
1978,2,abortion.nes,3,NES,props.r,0.47112462,-1.6,2.56,-4.096,0,0
1980,2,abortion.nes,3,NES,props.r,0.572265625,-1.4,1.96,-2.744,0,0
1982,2,abortion.nes,3,NES,props.r,0.590277778,-1.2,1.44,-1.728,0,0
1984,2,abortion.nes,3,NES,props.r,0.549065421,-1,1,-1,0,0
1986,2,abortion.nes,3,NES,props.r,0.593130779,-0.8,0.64,-0.512,0,0
1988,2,abortion.nes,3,NES,props.r,0.526445264,-0.6,0.36,-0.216,0,0
1990,2,abortion.nes,3,NES,props.r,0.550786838,-0.4,0.16,-0.064,0,0
1992,2,abortion.nes,3,NES,props.r,0.542870583,-0.2,0.04,-0.008,0,0
1994,2,abortion.nes,3,NES,props.r,0.489490023,0,0,0,0,0
1996,2,abortion.nes,3,NES,props.r,0.48901404,0.2,0.04,0.008,0,0
1998,2,abortion.nes,3,NES,props.r,0.497552854,0.4,0.16,0.064,0,0
2000,2,abortion.nes,3,NES,props.r,0.492713888,0.6,0.36,0.216,0,0
2004,2,abortion.nes,3,NES,props.r,0.453049217,1,1,1,0,0
2008,2,abortion.nes,3,NES,props.r,0.497386142,1.4,1.96,2.744,0,0
2012,2,abortion.nes,3,NES,props.r,0.478500885,1.8,3.24,5.832,0,0
2016,2,abortion.nes,3,NES,props.r,0.389467961,2.2,4.84,10.648,0,0
1986,3,new.lifestyles,3,NES,props.d,0.171536287,-0.8,0.64,-0.512,0,1
1988,3,new.lifestyles,3,NES,props.d,0.138855055,-0.6,0.36,-0.216,0,1
1990,3,new.lifestyles,3,NES,props.d,0.157232704,-0.4,0.16,-0.064,0,1
1992,3,new.lifestyles,3,NES,props.d,0.23776827,-0.2,0.04,-0.008,0,1
1994,3,new.lifestyles,3,NES,props.d,0.167511841,0,0,0,0,1
1996,3,new.lifestyles,3,NES,props.d,0.173275819,0.2,0.04,0.008,0,1
1998,3,new.lifestyles,3,NES,props.d,0.249134961,0.4,0.16,0.064,0,1
2000,3,new.lifestyles,3,NES,props.d,0.267272948,0.6,0.36,0.216,0,1
2004,3,new.lifestyles,3,NES,props.d,0.327544485,1,1,1,0,1
2008,3,new.lifestyles,3,NES,props.d,0.284033758,1.4,1.96,2.744,0,1
2012,3,new.lifestyles,3,NES,props.d,0.312855941,1.8,3.24,5.832,0,1
2016,3,new.lifestyles,3,NES,props.d,0.460146039,2.2,4.84,10.648,0,1
1986,3,new.lifestyles,3,NES,props.i,0.153310105,-0.8,0.64,-0.512,1,0
1988,3,new.lifestyles,3,NES,props.i,0.148148148,-0.6,0.36,-0.216,1,0
1990,3,new.lifestyles,3,NES,props.i,0.102803738,-0.4,0.16,-0.064,1,0
1992,3,new.lifestyles,3,NES,props.i,0.164135902,-0.2,0.04,-0.008,1,0
1994,3,new.lifestyles,3,NES,props.i,0.1001726,0,0,0,1,0
1996,3,new.lifestyles,3,NES,props.i,0.097929378,0.2,0.04,0.008,1,0
1998,3,new.lifestyles,3,NES,props.i,0.188752822,0.4,0.16,0.064,1,0
2000,3,new.lifestyles,3,NES,props.i,0.199102285,0.6,0.36,0.216,1,0
2004,3,new.lifestyles,3,NES,props.i,0.24669461,1,1,1,1,0
2008,3,new.lifestyles,3,NES,props.i,0.167368849,1.4,1.96,2.744,1,0
2012,3,new.lifestyles,3,NES,props.i,0.118200475,1.8,3.24,5.832,1,0
2016,3,new.lifestyles,3,NES,props.i,0.138062204,2.2,4.84,10.648,1,0
1986,3,new.lifestyles,3,NES,props.r,0.155555556,-0.8,0.64,-0.512,0,0
1988,3,new.lifestyles,3,NES,props.r,0.102920723,-0.6,0.36,-0.216,0,0
1990,3,new.lifestyles,3,NES,props.r,0.09919571,-0.4,0.16,-0.064,0,0
1992,3,new.lifestyles,3,NES,props.r,0.112695206,-0.2,0.04,-0.008,0,0
1994,3,new.lifestyles,3,NES,props.r,0.100471493,0,0,0,0,0
1996,3,new.lifestyles,3,NES,props.r,0.123066649,0.2,0.04,0.008,0,0
1998,3,new.lifestyles,3,NES,props.r,0.153699012,0.4,0.16,0.064,0,0
2000,3,new.lifestyles,3,NES,props.r,0.179995745,0.6,0.36,0.216,0,0
2004,3,new.lifestyles,3,NES,props.r,0.119241204,1,1,1,0,0
2008,3,new.lifestyles,3,NES,props.r,0.158186967,1.4,1.96,2.744,0,0
2012,3,new.lifestyles,3,NES,props.r,0.172202462,1.8,3.24,5.832,0,0
2016,3,new.lifestyles,3,NES,props.r,0.160104958,2.2,4.84,10.648,0,0
1986,4,moral.behavior,3,NES,props.d,0.470037453,-0.8,0.64,-0.512,0,1
1988,4,moral.behavior,3,NES,props.d,0.534213685,-0.6,0.36,-0.216,0,1
1990,4,moral.behavior,3,NES,props.d,0.510416667,-0.4,0.16,-0.064,0,1
1992,4,moral.behavior,3,NES,props.d,0.605704101,-0.2,0.04,-0.008,0,1
1994,4,moral.behavior,3,NES,props.d,0.505545793,0,0,0,0,1
1996,4,moral.behavior,3,NES,props.d,0.466812974,0.2,0.04,0.008,0,1
1998,4,moral.behavior,3,NES,props.d,0.52075233,0.4,0.16,0.064,0,1
2000,4,moral.behavior,3,NES,props.d,0.511807494,0.6,0.36,0.216,0,1
2004,4,moral.behavior,3,NES,props.d,0.570191763,1,1,1,0,1
2008,4,moral.behavior,3,NES,props.d,0.557085148,1.4,1.96,2.744,0,1
2012,4,moral.behavior,3,NES,props.d,0.616008282,1.8,3.24,5.832,0,1
2016,4,moral.behavior,3,NES,props.d,0.682509831,2.2,4.84,10.648,0,1
1986,4,moral.behavior,3,NES,props.i,0.467576792,-0.8,0.64,-0.512,1,0
1988,4,moral.behavior,3,NES,props.i,0.515625,-0.6,0.36,-0.216,1,0
1990,4,moral.behavior,3,NES,props.i,0.40952381,-0.4,0.16,-0.064,1,0
1992,4,moral.behavior,3,NES,props.i,0.512556461,-0.2,0.04,-0.008,1,0
1994,4,moral.behavior,3,NES,props.i,0.470204368,0,0,0,1,0
1996,4,moral.behavior,3,NES,props.i,0.411496451,0.2,0.04,0.008,1,0
1998,4,moral.behavior,3,NES,props.i,0.519489634,0.4,0.16,0.064,1,0
2000,4,moral.behavior,3,NES,props.i,0.437742057,0.6,0.36,0.216,1,0
2004,4,moral.behavior,3,NES,props.i,0.550033586,1,1,1,1,0
2008,4,moral.behavior,3,NES,props.i,0.493943911,1.4,1.96,2.744,1,0
2012,4,moral.behavior,3,NES,props.i,0.504106959,1.8,3.24,5.832,1,0
2016,4,moral.behavior,3,NES,props.i,0.615648515,2.2,4.84,10.648,1,0
1986,4,moral.behavior,3,NES,props.r,0.397653194,-0.8,0.64,-0.512,0,0
1988,4,moral.behavior,3,NES,props.r,0.432132964,-0.6,0.36,-0.216,0,0
1990,4,moral.behavior,3,NES,props.r,0.411764706,-0.4,0.16,-0.064,0,0
1992,4,moral.behavior,3,NES,props.r,0.437484145,-0.2,0.04,-0.008,0,0
1994,4,moral.behavior,3,NES,props.r,0.309638485,0,0,0,0,0
1996,4,moral.behavior,3,NES,props.r,0.270542686,0.2,0.04,0.008,0,0
1998,4,moral.behavior,3,NES,props.r,0.35885556,0.4,0.16,0.064,0,0
2000,4,moral.behavior,3,NES,props.r,0.292551667,0.6,0.36,0.216,0,0
2004,4,moral.behavior,3,NES,props.r,0.342469517,1,1,1,0,0
2008,4,moral.behavior,3,NES,props.r,0.352995968,1.4,1.96,2.744,0,0
2012,4,moral.behavior,3,NES,props.r,0.339745838,1.8,3.24,5.832,0,0
2016,4,moral.behavior,3,NES,props.r,0.414917944,2.2,4.84,10.648,0,0
1986,5,traditional.values,3,NES,props.d,0.091162791,-0.8,0.64,-0.512,0,1
1988,5,traditional.values,3,NES,props.d,0.074698795,-0.6,0.36,-0.216,0,1
1990,5,traditional.values,3,NES,props.d,0.089397089,-0.4,0.16,-0.064,0,1
1992,5,traditional.values,3,NES,props.d,0.123689449,-0.2,0.04,-0.008,0,1
1994,5,traditional.values,3,NES,props.d,0.098010878,0,0,0,0,1
1996,5,traditional.values,3,NES,props.d,0.089447771,0.2,0.04,0.008,0,1
1998,5,traditional.values,3,NES,props.d,0.132650609,0.4,0.16,0.064,0,1
2000,5,traditional.values,3,NES,props.d,0.108716785,0.6,0.36,0.216,0,1
2004,5,traditional.values,3,NES,props.d,0.204253314,1,1,1,0,1
2008,5,traditional.values,3,NES,props.d,0.192377394,1.4,1.96,2.744,0,1
2012,5,traditional.values,3,NES,props.d,0.189715784,1.8,3.24,5.832,0,1
2016,5,traditional.values,3,NES,props.d,0.319138191,2.2,4.84,10.648,0,1
1986,5,traditional.values,3,NES,props.i,0.083333333,-0.8,0.64,-0.512,1,0
1988,5,traditional.values,3,NES,props.i,0.067357513,-0.6,0.36,-0.216,1,0
1990,5,traditional.values,3,NES,props.i,0.055555556,-0.4,0.16,-0.064,1,0
1992,5,traditional.values,3,NES,props.i,0.108188796,-0.2,0.04,-0.008,1,0
1994,5,traditional.values,3,NES,props.i,0.047564762,0,0,0,1,0
1996,5,traditional.values,3,NES,props.i,0.079945649,0.2,0.04,0.008,1,0
1998,5,traditional.values,3,NES,props.i,0.053110269,0.4,0.16,0.064,1,0
2000,5,traditional.values,3,NES,props.i,0.065037322,0.6,0.36,0.216,1,0
2004,5,traditional.values,3,NES,props.i,0.127843075,1,1,1,1,0
2008,5,traditional.values,3,NES,props.i,0.094861707,1.4,1.96,2.744,1,0
2012,5,traditional.values,3,NES,props.i,0.091033788,1.8,3.24,5.832,1,0
2016,5,traditional.values,3,NES,props.i,0.082745504,2.2,4.84,10.648,1,0
1986,5,traditional.values,3,NES,props.r,0.063636364,-0.8,0.64,-0.512,0,0
1988,5,traditional.values,3,NES,props.r,0.033240997,-0.6,0.36,-0.216,0,0
1990,5,traditional.values,3,NES,props.r,0.045576408,-0.4,0.16,-0.064,0,0
1992,5,traditional.values,3,NES,props.r,0.058844333,-0.2,0.04,-0.008,0,0
1994,5,traditional.values,3,NES,props.r,0.023144666,0,0,0,0,0
1996,5,traditional.values,3,NES,props.r,0.0315952,0.2,0.04,0.008,0,0
1998,5,traditional.values,3,NES,props.r,0.044307796,0.4,0.16,0.064,0,0
2000,5,traditional.values,3,NES,props.r,0.036118439,0.6,0.36,0.216,0,0
2004,5,traditional.values,3,NES,props.r,0.051407338,1,1,1,0,0
2008,5,traditional.values,3,NES,props.r,0.064949487,1.4,1.96,2.744,0,0
2012,5,traditional.values,3,NES,props.r,0.072611475,1.8,3.24,5.832,0,0
2016,5,traditional.values,3,NES,props.r,0.060204178,2.2,4.84,10.648,0,0
1986,6,tolerance.diff.values,3,NES,props.d,0.657943925,-0.8,0.64,-0.512,0,1
1988,6,tolerance.diff.values,3,NES,props.d,0.642599278,-0.6,0.36,-0.216,0,1
1990,6,tolerance.diff.values,3,NES,props.d,0.649269311,-0.4,0.16,-0.064,0,1
1992,6,tolerance.diff.values,3,NES,props.d,0.688586009,-0.2,0.04,-0.008,0,1
1994,6,tolerance.diff.values,3,NES,props.d,0.66180014,0,0,0,0,1
1996,6,tolerance.diff.values,3,NES,props.d,0.667186509,0.2,0.04,0.008,0,1
1998,6,tolerance.diff.values,3,NES,props.d,0.718522108,0.4,0.16,0.064,0,1
2000,6,tolerance.diff.values,3,NES,props.d,0.67994265,0.6,0.36,0.216,0,1
2004,6,tolerance.diff.values,3,NES,props.d,0.719049208,1,1,1,0,1
2008,6,tolerance.diff.values,3,NES,props.d,0.714507382,1.4,1.96,2.744,0,1
2012,6,tolerance.diff.values,3,NES,props.d,0.754606948,1.8,3.24,5.832,0,1
2016,6,tolerance.diff.values,3,NES,props.d,0.822515946,2.2,4.84,10.648,0,1
2020,6,tolerance.diff.values,3,NES,props.d,0.805629834,-2.2,4.84,-10.648,0,1
1986,6,tolerance.diff.values,3,NES,props.i,0.637630662,-0.8,0.64,-0.512,1,0
1988,6,tolerance.diff.values,3,NES,props.i,0.627659574,-0.6,0.36,-0.216,1,0
1990,6,tolerance.diff.values,3,NES,props.i,0.613207547,-0.4,0.16,-0.064,1,0
1992,6,tolerance.diff.values,3,NES,props.i,0.651111944,-0.2,0.04,-0.008,1,0
1994,6,tolerance.diff.values,3,NES,props.i,0.581820994,0,0,0,1,0
1996,6,tolerance.diff.values,3,NES,props.i,0.60424363,0.2,0.04,0.008,1,0
1998,6,tolerance.diff.values,3,NES,props.i,0.744021969,0.4,0.16,0.064,1,0
2000,6,tolerance.diff.values,3,NES,props.i,0.606785381,0.6,0.36,0.216,1,0
2004,6,tolerance.diff.values,3,NES,props.i,0.609037385,1,1,1,1,0
2008,6,tolerance.diff.values,3,NES,props.i,0.630648693,1.4,1.96,2.744,1,0
2012,6,tolerance.diff.values,3,NES,props.i,0.658100175,1.8,3.24,5.832,1,0
2016,6,tolerance.diff.values,3,NES,props.i,0.727545034,2.2,4.84,10.648,1,0
2020,6,tolerance.diff.values,3,NES,props.i,0.701230445,-2.2,4.84,-10.648,1,0
1986,6,tolerance.diff.values,3,NES,props.r,0.571428571,-0.8,0.64,-0.512,0,0
1988,6,tolerance.diff.values,3,NES,props.r,0.547486034,-0.6,0.36,-0.216,0,0
1990,6,tolerance.diff.values,3,NES,props.r,0.53638814,-0.4,0.16,-0.064,0,0
1992,6,tolerance.diff.values,3,NES,props.r,0.486783401,-0.2,0.04,-0.008,0,0
1994,6,tolerance.diff.values,3,NES,props.r,0.463467138,0,0,0,0,0
1996,6,tolerance.diff.values,3,NES,props.r,0.413732086,0.2,0.04,0.008,0,0
1998,6,tolerance.diff.values,3,NES,props.r,0.590544119,0.4,0.16,0.064,0,0
2000,6,tolerance.diff.values,3,NES,props.r,0.547923575,0.6,0.36,0.216,0,0
2004,6,tolerance.diff.values,3,NES,props.r,0.52384849,1,1,1,0,0
2008,6,tolerance.diff.values,3,NES,props.r,0.510458215,1.4,1.96,2.744,0,0
2012,6,tolerance.diff.values,3,NES,props.r,0.503679995,1.8,3.24,5.832,0,0
2016,6,tolerance.diff.values,3,NES,props.r,0.52428259,2.2,4.84,10.648,0,0
2020,6,tolerance.diff.values,3,NES,props.r,0.51267986,-2.2,4.84,-10.648,0,0
1988,7,gay.discrimination,3,NES,props.d,0.595303867,-0.6,0.36,-0.216,0,1
1992,7,gay.discrimination,3,NES,props.d,0.69521962,-0.2,0.04,-0.008,0,1
1996,7,gay.discrimination,3,NES,props.d,0.747643671,0.2,0.04,0.008,0,1
2000,7,gay.discrimination,3,NES,props.d,0.746209548,0.6,0.36,0.216,0,1
2004,7,gay.discrimination,3,NES,props.d,0.831992701,1,1,1,0,1
2008,7,gay.discrimination,3,NES,props.d,0.793852943,1.4,1.96,2.744,0,1
2012,7,gay.discrimination,3,NES,props.d,0.900442704,1.8,3.24,5.832,0,1
2016,7,gay.discrimination,3,NES,props.d,0.910599347,2.2,4.84,10.648,0,1
1988,7,gay.discrimination,3,NES,props.i,0.51875,-0.6,0.36,-0.216,1,0
1992,7,gay.discrimination,3,NES,props.i,0.603684066,-0.2,0.04,-0.008,1,0
1996,7,gay.discrimination,3,NES,props.i,0.631728553,0.2,0.04,0.008,1,0
2000,7,gay.discrimination,3,NES,props.i,0.672850575,0.6,0.36,0.216,1,0
2004,7,gay.discrimination,3,NES,props.i,0.673273669,1,1,1,1,0
2008,7,gay.discrimination,3,NES,props.i,0.720782029,1.4,1.96,2.744,1,0
2012,7,gay.discrimination,3,NES,props.i,0.765326388,1.8,3.24,5.832,1,0
2016,7,gay.discrimination,3,NES,props.i,0.752422765,2.2,4.84,10.648,1,0
1988,7,gay.discrimination,3,NES,props.r,0.488299532,-0.6,0.36,-0.216,0,0
1992,7,gay.discrimination,3,NES,props.r,0.484433431,-0.2,0.04,-0.008,0,0
1996,7,gay.discrimination,3,NES,props.r,0.488408453,0.2,0.04,0.008,0,0
2000,7,gay.discrimination,3,NES,props.r,0.57313252,0.6,0.36,0.216,0,0
2004,7,gay.discrimination,3,NES,props.r,0.660361883,1,1,1,0,0
2008,7,gay.discrimination,3,NES,props.r,0.659660367,1.4,1.96,2.744,0,0
2012,7,gay.discrimination,3,NES,props.r,0.818444074,1.8,3.24,5.832,0,0
2016,7,gay.discrimination,3,NES,props.r,0.743185572,2.2,4.84,10.648,0,0
1992,8,gay.military,3,NES,props.d,0.684126295,-0.2,0.04,-0.008,0,1
1996,8,gay.military,3,NES,props.d,0.790159704,0.2,0.04,0.008,0,1
2000,8,gay.military,3,NES,props.d,0.816231078,0.6,0.36,0.216,0,1
2004,8,gay.military,3,NES,props.d,0.858403713,1,1,1,0,1
2008,8,gay.military,3,NES,props.d,0.826644914,1.4,1.96,2.744,0,1
2012,8,gay.military,3,NES,props.d,0.907861387,1.8,3.24,5.832,0,1
1992,8,gay.military,3,NES,props.i,0.5955413,-0.2,0.04,-0.008,1,0
1996,8,gay.military,3,NES,props.i,0.674609961,0.2,0.04,0.008,1,0
2000,8,gay.military,3,NES,props.i,0.743046265,0.6,0.36,0.216,1,0
2004,8,gay.military,3,NES,props.i,0.757514589,1,1,1,1,0
2008,8,gay.military,3,NES,props.i,0.798526632,1.4,1.96,2.744,1,0
2012,8,gay.military,3,NES,props.i,0.845987449,1.8,3.24,5.832,1,0
1992,8,gay.military,3,NES,props.r,0.451473465,-0.2,0.04,-0.008,0,0
1996,8,gay.military,3,NES,props.r,0.546373332,0.2,0.04,0.008,0,0
2000,8,gay.military,3,NES,props.r,0.676553399,0.6,0.36,0.216,0,0
2004,8,gay.military,3,NES,props.r,0.762233959,1,1,1,0,0
2008,8,gay.military,3,NES,props.r,0.72887789,1.4,1.96,2.744,0,0
2012,8,gay.military,3,NES,props.r,0.869853424,1.8,3.24,5.832,0,0
1992,9,gay.adoption,3,NES,props.d,0.34999945,-0.2,0.04,-0.008,0,1
2000,9,gay.adoption,3,NES,props.d,0.526361035,0.6,0.36,0.216,0,1
2004,9,gay.adoption,3,NES,props.d,0.58848405,1,1,1,0,1
2008,9,gay.adoption,3,NES,props.d,0.619022889,1.4,1.96,2.744,0,1
2012,9,gay.adoption,3,NES,props.d,0.766673848,1.8,3.24,5.832,0,1
2016,9,gay.adoption,3,NES,props.d,0.843058857,2.2,4.84,10.648,0,1
2020,9,gay.adoption,3,NES,props.d,0.856792566,-2.2,4.84,-10.648,0,1
1992,9,gay.adoption,3,NES,props.i,0.269440735,-0.2,0.04,-0.008,1,0
2000,9,gay.adoption,3,NES,props.i,0.441704714,0.6,0.36,0.216,1,0
2004,9,gay.adoption,3,NES,props.i,0.506963482,1,1,1,1,0
2008,9,gay.adoption,3,NES,props.i,0.583743245,1.4,1.96,2.744,1,0
2012,9,gay.adoption,3,NES,props.i,0.61136733,1.8,3.24,5.832,1,0
2016,9,gay.adoption,3,NES,props.i,0.784848451,2.2,4.84,10.648,1,0
2020,9,gay.adoption,3,NES,props.i,0.748985645,-2.2,4.84,-10.648,1,0
1992,9,gay.adoption,3,NES,props.r,0.185461615,-0.2,0.04,-0.008,0,0
2000,9,gay.adoption,3,NES,props.r,0.33407958,0.6,0.36,0.216,0,0
2004,9,gay.adoption,3,NES,props.r,0.340140246,1,1,1,0,0
2008,9,gay.adoption,3,NES,props.r,0.379247484,1.4,1.96,2.744,0,0
2012,9,gay.adoption,3,NES,props.r,0.549026388,1.8,3.24,5.832,0,0
2016,9,gay.adoption,3,NES,props.r,0.67779625,2.2,4.84,10.648,0,0
1986,10,school.prayer,3,NES,props.d,0.61936721,-0.8,0.64,-0.512,0,1
1988,10,school.prayer,3,NES,props.d,0.62622549,-0.6,0.36,-0.216,0,1
1990,10,school.prayer,3,NES,props.d,0.642259414,-0.4,0.16,-0.064,0,1
1992,10,school.prayer,3,NES,props.d,0.629163649,-0.2,0.04,-0.008,0,1
1994,10,school.prayer,3,NES,props.d,0.646689344,0,0,0,0,1
1996,10,school.prayer,3,NES,props.d,0.676939349,0.2,0.04,0.008,0,1
1998,10,school.prayer,3,NES,props.d,0.678322418,0.4,0.16,0.064,0,1
1986,10,school.prayer,3,NES,props.i,0.652173913,-0.8,0.64,-0.512,1,0
1988,10,school.prayer,3,NES,props.i,0.641304348,-0.6,0.36,-0.216,1,0
1990,10,school.prayer,3,NES,props.i,0.601769912,-0.4,0.16,-0.064,1,0
1992,10,school.prayer,3,NES,props.i,0.64186203,-0.2,0.04,-0.008,1,0
1994,10,school.prayer,3,NES,props.i,0.721929471,0,0,0,1,0
1996,10,school.prayer,3,NES,props.i,0.61713879,0.2,0.04,0.008,1,0
1998,10,school.prayer,3,NES,props.i,0.61982552,0.4,0.16,0.064,1,0
